"";"sample.id";"latitude";"longitude";"first.yr";"last.yr";"n.yr.obs";"trend.period";"si";"slope";"intercept";"tau";"pval";"total.change";"total.change.pcnt";"trend.cat"
"103";"blaesedalen_4";69,2999297;-53,4694407;2000;2020;19;"2000to2020";"ndvi.max";-0,00093;0,5099;-0,098;0,5959;-0,02;-3,9;"no_trend"
"104";"blaesedalen_40";69,2990311;-53,4650181;2000;2020;20;"2000to2020";"ndvi.max";-0,0024;0,8579;-0,181;0,2939;-0,05;-5,8;"no_trend"
"105";"blaesedalen_41";69,2990156;-53,4642591;2000;2020;20;"2000to2020";"ndvi.max";-0,00157;0,7944;-0,158;0,363;-0,033;-4,2;"no_trend"
"106";"blaesedalen_42";69,2990001;-53,4635001;2000;2020;20;"2000to2020";"ndvi.max";-0,00266;0,6852;-0,357;0,0358;-0,056;-8,2;"browning"
"107";"blaesedalen_43";69,2989845;-53,4627411;2000;2020;20;"2000to2020";"ndvi.max";-0,00294;0,679;-0,298;0,0802;-0,062;-9,1;"browning"
"108";"blaesedalen_44";69,298969;-53,4619821;2000;2020;20;"2000to2020";"ndvi.max";-0,00155;0,7115;-0,123;0,4841;-0,033;-4,6;"no_trend"
"109";"blaesedalen_45";69,2988556;-53,4696159;2000;2020;19;"2000to2020";"ndvi.max";0,00037;0,5855;0,046;0,8202;0,008;1,4;"no_trend"
"110";"blaesedalen_46";69,2988401;-53,4688569;2000;2020;19;"2000to2020";"ndvi.max";-0,00036;0,5814;-0,059;0,7619;-0,008;-1,4;"no_trend"
"111";"blaesedalen_47";69,2988246;-53,4680979;2000;2020;19;"2000to2020";"ndvi.max";-0,00067;0,5322;-0,111;0,5445;-0,014;-2,6;"no_trend"
"112";"blaesedalen_48";69,2988091;-53,4673389;2000;2020;19;"2000to2020";"ndvi.max";-0,00287;0,5454;-0,307;0,0814;-0,06;-11;"browning"
"113";"blaesedalen_49";69,2987936;-53,4665799;2000;2020;19;"2000to2020";"ndvi.max";-0,00225;0,6105;-0,32;0,069;-0,047;-7,7;"browning"
"114";"blaesedalen_5";69,2999142;-53,4686816;2000;2020;20;"2000to2020";"ndvi.max";0,00029;0,785;0,029;0,8887;0,006;0,8;"no_trend"
