"","sample.id","latitude","longitude","first.yr","last.yr","n.yr.obs","trend.period","si","slope","intercept","tau","pval","total.change","total.change.pcnt","trend.cat"
"122","kluane_high_62",60.9628152,-138.4170131,2001,2020,20,"2000to2020","ndvi.max",0.00382,0.5595,0.263,0.1237,0.08,14.3,"no_trend"
"123","kluane_high_63",60.9628292,-138.4164601,2001,2020,20,"2000to2020","ndvi.max",0.00231,0.5825,0.181,0.2939,0.049,8.4,"no_trend"
"124","kluane_high_64",60.9628433,-138.415907,2000,2020,21,"2000to2020","ndvi.max",0.001,0.5129,0.105,0.5376,0.021,4.1,"no_trend"
"125","kluane_high_65",60.9628573,-138.415354,2000,2020,21,"2000to2020","ndvi.max",0.00216,0.5418,0.137,0.4173,0.045,8.3,"no_trend"
"126","kluane_high_66",60.9628713,-138.4148009,2000,2020,21,"2000to2020","ndvi.max",-1e-05,0.7039,0,1,0,0,"no_trend"
"127","kluane_high_67",60.9628853,-138.4142479,2000,2020,21,"2000to2020","ndvi.max",0.00106,0.6329,0.105,0.5376,0.022,3.5,"no_trend"
"128","kluane_high_68",60.9628994,-138.4136948,2000,2020,21,"2000to2020","ndvi.max",0.00107,0.7262,0.126,0.4555,0.022,3,"no_trend"
"129","kluane_high_69",60.9629134,-138.4131418,2000,2020,21,"2000to2020","ndvi.max",0.00129,0.7502,0.126,0.4555,0.027,3.6,"no_trend"
"130","kluane_high_7",60.9641735,-138.4166044,2001,2020,19,"2000to2020","ndvi.max",0.00064,0.4931,0.046,0.8202,0.013,2.6,"no_trend"
"131","kluane_high_70",60.9629274,-138.4125887,2000,2020,21,"2000to2020","ndvi.max",0.00087,0.6463,0.105,0.5376,0.018,2.8,"no_trend"
"132","kluane_high_71",60.9629414,-138.4120357,2000,2020,21,"2000to2020","ndvi.max",-0.00108,0.5437,-0.095,0.5813,-0.023,-4.2,"no_trend"
"133","kluane_high_72",60.9624621,-138.4203024,2000,2020,21,"2000to2020","ndvi.max",0.00545,0.4796,0.474,0.0039,0.114,23.8,"greening"
"134","kluane_high_73",60.9624761,-138.4197494,2001,2020,20,"2000to2020","ndvi.max",0.00454,0.5416,0.439,0.0096,0.095,17.5,"greening"
"135","kluane_high_74",60.9624902,-138.4191964,2001,2020,20,"2000to2020","ndvi.max",0.00502,0.5362,0.368,0.0301,0.105,19.6,"greening"
"136","kluane_high_75",60.9625042,-138.4186433,2000,2020,21,"2000to2020","ndvi.max",0.00268,0.5898,0.263,0.1119,0.056,9.5,"no_trend"
"137","kluane_high_76",60.9625183,-138.4180903,2000,2020,21,"2000to2020","ndvi.max",0.00245,0.5891,0.337,0.041,0.051,8.7,"greening"
"138","kluane_high_77",60.9625323,-138.4175373,2000,2020,21,"2000to2020","ndvi.max",0.00301,0.5471,0.232,0.163,0.063,11.5,"no_trend"
"139","kluane_high_78",60.9625463,-138.4169842,2000,2020,21,"2000to2020","ndvi.max",0.00327,0.6148,0.274,0.098,0.069,11.2,"greening"
"140","kluane_high_79",60.9625604,-138.4164312,2000,2020,21,"2000to2020","ndvi.max",0.00399,0.5756,0.305,0.0644,0.084,14.6,"greening"
"141","kluane_high_8",60.9638345,-138.4193408,2001,2020,20,"2000to2020","ndvi.max",0.00038,0.5412,0.029,0.8887,0.008,1.5,"no_trend"
"142","kluane_high_80",60.9625744,-138.4158781,2000,2020,21,"2000to2020","ndvi.max",0.00188,0.6492,0.242,0.1443,0.039,6,"no_trend"
"143","kluane_high_81",60.9625884,-138.4153251,2000,2020,21,"2000to2020","ndvi.max",0.00188,0.6613,0.168,0.3145,0.039,5.9,"no_trend"
"144","kluane_high_82",60.9626025,-138.4147721,2000,2020,21,"2000to2020","ndvi.max",0.00169,0.5709,0.263,0.1119,0.035,6.1,"no_trend"
"145","kluane_high_83",60.9626165,-138.414219,2000,2020,21,"2000to2020","ndvi.max",0.00268,0.7068,0.253,0.1273,0.056,7.9,"no_trend"
"146","kluane_high_84",60.9626305,-138.413666,2000,2020,21,"2000to2020","ndvi.max",0.00267,0.666,0.242,0.1443,0.056,8.4,"no_trend"
"147","kluane_high_85",60.9626445,-138.413113,2000,2020,21,"2000to2020","ndvi.max",0.00164,0.5346,0.179,0.2843,0.034,6.4,"no_trend"
"148","kluane_high_86",60.9626585,-138.4125599,2000,2020,21,"2000to2020","ndvi.max",5e-04,0.5555,0.011,0.9741,0.011,2,"no_trend"
"149","kluane_high_87",60.9621792,-138.4208266,2001,2020,20,"2000to2020","ndvi.max",0.00075,0.4928,0.076,0.6746,0.016,3.2,"no_trend"
"150","kluane_high_88",60.9621932,-138.4202735,2001,2020,20,"2000to2020","ndvi.max",0.0061,0.6004,0.439,0.0096,0.128,21.3,"greening"
"151","kluane_high_89",60.9622073,-138.4197205,2001,2020,20,"2000to2020","ndvi.max",0.00583,0.6087,0.497,0.0033,0.122,20,"greening"
"152","kluane_high_9",60.9638485,-138.4187878,2001,2020,20,"2000to2020","ndvi.max",0.00259,0.4711,0.135,0.4415,0.054,11.5,"no_trend"
"153","kluane_high_90",60.9622213,-138.4191675,2001,2020,18,"2000to2020","ndvi.max",0.00367,0.7207,0.309,0.0912,0.077,10.7,"greening"
"154","kluane_high_91",60.9622354,-138.4186144,2001,2020,18,"2000to2020","ndvi.max",0.0024,0.5209,0.25,0.174,0.05,9.6,"no_trend"
"155","kluane_high_92",60.9622494,-138.4180614,2001,2020,20,"2000to2020","ndvi.max",0.00405,0.3979,0.38,0.0252,0.085,21.4,"greening"
"156","kluane_high_93",60.9622634,-138.4175084,2000,2020,21,"2000to2020","ndvi.max",0.00297,0.5183,0.284,0.0855,0.062,12,"greening"
"157","kluane_high_94",60.9622775,-138.4169554,2000,2020,21,"2000to2020","ndvi.max",0.00352,0.5698,0.337,0.041,0.074,13,"greening"
"158","kluane_high_95",60.9622915,-138.4164023,2000,2020,21,"2000to2020","ndvi.max",0.003,0.5712,0.305,0.0644,0.063,11,"greening"
"159","kluane_high_96",60.9623055,-138.4158493,2000,2020,21,"2000to2020","ndvi.max",0.003,0.6387,0.211,0.2058,0.063,9.9,"no_trend"
"160","kluane_high_97",60.9623196,-138.4152963,2000,2020,20,"2000to2020","ndvi.max",0.00053,0.6396,0.064,0.7264,0.011,1.7,"no_trend"
"161","kluane_high_98",60.9623336,-138.4147432,2000,2020,21,"2000to2020","ndvi.max",0.00231,0.5791,0.168,0.3145,0.049,8.5,"no_trend"
"162","kluane_high_99",60.9623476,-138.4141902,2000,2020,21,"2000to2020","ndvi.max",0.00119,0.6408,0.158,0.3468,0.025,3.9,"no_trend"
