 9.86606356 -2.196891235 1.853561005 -1452.617871 0.1033767472
 10.75383555 -2.219827321 1.866458018 -1453.124982 0.1300422801
 8.85259516 -2.170707712 1.838837951 -1453.020951 0.1442995196
 9.85131086 -2.628964919 2.100668974 -1454.121585 0.04800266382
 9.878964799 -1.819042732 1.637465048 -1454.512974 0.03245543185
 9.866073429 -2.174137106 1.893347686 -1454.437599 0.03499633678
 9.866053165 -2.220858494 1.811653107 -1454.422103 0.03554283047
 9.288379839 -1.977460739 1.696102051 -1453.856113 0.06259770388
 9.288391538 -1.950486133 1.743268437 -1454.013024 0.0535073019
 9.27241383 -2.445069532 1.963532962 -1453.883593 0.06090093975
 9.272425529 -2.418094926 2.010699349 -1454.036293 0.05227659206
 10.38606149 -2.005819959 1.712048504 -1453.706471 0.07270216499
 10.38607319 -1.978845353 1.75921489 -1453.820276 0.06488172623
 10.37009548 -2.473428751 1.979479415 -1453.954232 0.05674740528
 10.37010718 -2.446454145 2.026645802 -1454.128532 0.04767035609
