X,Y,id,ndvi.max,ndvi.max.doy
315015,6764215,"1",0.501745291716958,222
315025,6764215,"2",0.503969952692832,222
315035,6764215,"3",0.502945877460095,221
315045,6764215,"4",0.496609085205762,221
315055,6764215,"5",0.487110367295574,220
315065,6764215,"6",0.48684434620203,220
315075,6764215,"7",0.500188572834623,219
315085,6764215,"8",0.492375071305773,219
315095,6764215,"9",0.504736421469022,220
315105,6764215,"10",0.491544390781027,220
315115,6764215,"11",0.488846597244632,221
315125,6764215,"12",0.496028801563073,221
315135,6764215,"13",0.500831100580974,221
315145,6764215,"14",0.503986185010782,221
315155,6764215,"15",0.522557340376415,221
315165,6764215,"16",0.547105680687943,220
315175,6764215,"17",0.562966279652655,220
315185,6764215,"18",0.569940743390794,221
315195,6764215,"19",0.568919900408927,221
315205,6764215,"20",0.549081519361385,220
315215,6764215,"21",0.513629930649224,219
315225,6764215,"22",0.540837994695514,218
315235,6764215,"23",0.586277009935482,220
315245,6764215,"24",0.587656050055342,221
315255,6764215,"25",0.56497912241845,220
315265,6764215,"26",0.537105194693549,220
315275,6764215,"27",0.510854103518361,220
315285,6764215,"28",0.496301554763089,220
315295,6764215,"29",0.525003963424189,220
315305,6764215,"30",0.536893513128418,219
315315,6764215,"31",0.557612313667048,219
315325,6764215,"32",0.564989491589865,220
315335,6764215,"33",0.557328465059078,219
315345,6764215,"34",0.525453695849175,219
315355,6764215,"35",0.500145463467034,219
315365,6764215,"36",0.498368522917012,219
315375,6764215,"37",0.484456044824973,219
315385,6764215,"38",0.479544176612796,219
315395,6764215,"39",0.521116181321954,218
315405,6764215,"40",0.560896216780272,218
315015,6764205,"41",0.502095346426071,222
315025,6764205,"42",0.494290431937159,222
315035,6764205,"43",0.491113740343119,221
315045,6764205,"44",0.492225694611596,222
315055,6764205,"45",0.48302956618101,221
315065,6764205,"46",0.484220734528205,220
315075,6764205,"47",0.490245332132677,219
315085,6764205,"48",0.492883727040511,221
315095,6764205,"49",0.510350611849864,221
315105,6764205,"50",0.482573692115698,221
315115,6764205,"51",0.490117326011056,222
315125,6764205,"52",0.506821150296881,221
315135,6764205,"53",0.507923316810084,221
315145,6764205,"54",0.50211445008711,221
315155,6764205,"55",0.502994851130144,221
315165,6764205,"56",0.526173403178718,220
315175,6764205,"57",0.542790590856774,219
315185,6764205,"58",0.551909660588175,220
315195,6764205,"59",0.555671750442554,220
315205,6764205,"60",0.533959536174654,220
315215,6764205,"61",0.49954385163762,220
315225,6764205,"62",0.508819842269634,219
315235,6764205,"63",0.560610425411795,220
315245,6764205,"64",0.574408064403591,221
315255,6764205,"65",0.561739884467119,221
315265,6764205,"66",0.54671849118516,220
315275,6764205,"67",0.539568631098369,221
315285,6764205,"68",0.531863494966381,221
315295,6764205,"69",0.556442396673224,220
315305,6764205,"70",0.550202286450636,220
315315,6764205,"71",0.554142002590523,219
315325,6764205,"72",0.568699278162218,219
315335,6764205,"73",0.570067242264248,219
315345,6764205,"74",0.537745848367713,219
315355,6764205,"75",0.507150045120838,219
315365,6764205,"76",0.487889318195473,220
315375,6764205,"77",0.47561415552333,220
315385,6764205,"78",0.479607835268821,218
315395,6764205,"79",0.526737215043968,216
315405,6764205,"80",0.564564001162288,215
315015,6764195,"81",0.515767000831189,222
315025,6764195,"82",0.498965139042335,222
315035,6764195,"83",0.490536820971416,222
315045,6764195,"84",0.498194989017848,222
315055,6764195,"85",0.496991469151708,222
315065,6764195,"86",0.48614716942591,221
315075,6764195,"87",0.493150076625321,221
315085,6764195,"88",0.51109101957092,221
315095,6764195,"89",0.510271131076716,221
315105,6764195,"90",0.484887163853521,222
315115,6764195,"91",0.505119522706869,221
315125,6764195,"92",0.52427245637855,221
315135,6764195,"93",0.521976720648833,221
315145,6764195,"94",0.515914961594104,221
315155,6764195,"95",0.506100187269535,221
315165,6764195,"96",0.519064364520943,220
315175,6764195,"97",0.527977469293519,220
315185,6764195,"98",0.525576249352929,220
315195,6764195,"99",0.527028744459831,221
315205,6764195,"100",0.507471233725532,221
315215,6764195,"101",0.486442708351596,221
315225,6764195,"102",0.502519551786951,220
315235,6764195,"103",0.530394061665958,220
315245,6764195,"104",0.533337222451028,220
315255,6764195,"105",0.538848119120597,220
315265,6764195,"106",0.547509962628605,220
315275,6764195,"107",0.556437188319376,220
315285,6764195,"108",0.558726910975545,220
315295,6764195,"109",0.572303206702589,219
315305,6764195,"110",0.561187352165635,220
315315,6764195,"111",0.561994422265068,219
315325,6764195,"112",0.562575714078448,219
315335,6764195,"113",0.562256244841697,218
315345,6764195,"114",0.547817667185322,219
315355,6764195,"115",0.524179592532795,219
315365,6764195,"116",0.490876480705507,218
315375,6764195,"117",0.465971257152094,219
315385,6764195,"118",0.48260691209966,218
315395,6764195,"119",0.52198473422102,214
315405,6764195,"120",0.555786434878123,213
315015,6764185,"121",0.527689248794438,222
315025,6764185,"122",0.504083565488112,222
315035,6764185,"123",0.503635389758672,222
315045,6764185,"124",0.513706462282427,222
315055,6764185,"125",0.515146064509429,221
315065,6764185,"126",0.490967257372176,221
315075,6764185,"127",0.500311557853736,220
315085,6764185,"128",0.522777123976449,220
315095,6764185,"129",0.501939370720848,221
315105,6764185,"130",0.486207788957554,222
315115,6764185,"131",0.51337525570828,221
315125,6764185,"132",0.532952299461032,221
315135,6764185,"133",0.534904313188103,221
315145,6764185,"134",0.530839865115004,221
315155,6764185,"135",0.530295925523154,221
315165,6764185,"136",0.529991061482053,221
315175,6764185,"137",0.52807898418334,221
315185,6764185,"138",0.52482456828516,221
315195,6764185,"139",0.515250003406942,221
315205,6764185,"140",0.489526280232894,221
315215,6764185,"141",0.473950708435527,222
315225,6764185,"142",0.492394101144945,221
315235,6764185,"143",0.504626846657894,220
315245,6764185,"144",0.492630148617301,219
315255,6764185,"145",0.510841418831948,219
315265,6764185,"146",0.548562757894483,219
315275,6764185,"147",0.563198472040781,219
315285,6764185,"148",0.56685892042026,219
315295,6764185,"149",0.559900469399435,219
315305,6764185,"150",0.535277007683896,219
315315,6764185,"151",0.548884937964783,219
315325,6764185,"152",0.549347746311759,219
315335,6764185,"153",0.551752707954627,219
315345,6764185,"154",0.551353797185145,218
315355,6764185,"155",0.525702809175708,218
315365,6764185,"156",0.500686959947532,218
315375,6764185,"157",0.481803548300831,218
315385,6764185,"158",0.494047582322488,217
315395,6764185,"159",0.522255202496894,214
315405,6764185,"160",0.556906679459911,214
315015,6764175,"161",0.549251826842445,222
315025,6764175,"162",0.515180468826641,222
315035,6764175,"163",0.507673515187984,222
315045,6764175,"164",0.522591972819574,221
315055,6764175,"165",0.530940070188478,221
315065,6764175,"166",0.51272685811925,221
315075,6764175,"167",0.509642321129655,220
315085,6764175,"168",0.503994663069221,221
315095,6764175,"169",0.486489025349035,221
315105,6764175,"170",0.487584372549908,222
315115,6764175,"171",0.505320556822737,221
315125,6764175,"172",0.524003943111522,221
315135,6764175,"173",0.531295614670085,221
315145,6764175,"174",0.530171279783322,221
315155,6764175,"175",0.538292851986075,221
315165,6764175,"176",0.536926126301492,221
315175,6764175,"177",0.53377179008344,221
315185,6764175,"178",0.536184817032941,221
315195,6764175,"179",0.521178605326427,221
315205,6764175,"180",0.493902097793196,221
315215,6764175,"181",0.48076001286248,222
315225,6764175,"182",0.48958014664098,221
315235,6764175,"183",0.479174829870553,220
315245,6764175,"184",0.460100644195217,219
315255,6764175,"185",0.484605575776881,219
315265,6764175,"186",0.534448847556594,219
315275,6764175,"187",0.549110101376426,218
315285,6764175,"188",0.533420278642238,218
315295,6764175,"189",0.513112448301902,219
315305,6764175,"190",0.501198811427113,220
315315,6764175,"191",0.523170977655864,219
315325,6764175,"192",0.532279001586248,219
315335,6764175,"193",0.547970087597257,219
315345,6764175,"194",0.560292189931568,218
315355,6764175,"195",0.528717700071335,218
315365,6764175,"196",0.51631814197192,217
315375,6764175,"197",0.514194430540495,217
315385,6764175,"198",0.523430276996381,217
315395,6764175,"199",0.542500640144636,214
315405,6764175,"200",0.56505898323172,213
315015,6764165,"201",0.550504650679548,221
315025,6764165,"202",0.541666300684518,222
315035,6764165,"203",0.532438845139323,222
315045,6764165,"204",0.525917348357765,221
315055,6764165,"205",0.535170431877034,221
315065,6764165,"206",0.52948893824859,221
315075,6764165,"207",0.511526068346011,221
315085,6764165,"208",0.480784631372673,222
315095,6764165,"209",0.477679339576531,222
315105,6764165,"210",0.47126888839394,222
315115,6764165,"211",0.4661765925474,222
315125,6764165,"212",0.478694724345804,222
315135,6764165,"213",0.48621465719717,222
315145,6764165,"214",0.493665474265077,221
315155,6764165,"215",0.509387425462385,221
315165,6764165,"216",0.519340716504303,221
315175,6764165,"217",0.533182212904472,221
315185,6764165,"218",0.538881807183299,221
315195,6764165,"219",0.537089340860117,222
315205,6764165,"220",0.522555745674538,222
315215,6764165,"221",0.516932541621728,222
315225,6764165,"222",0.512648847521124,221
315235,6764165,"223",0.488794756041052,221
315245,6764165,"224",0.464045565079475,220
315255,6764165,"225",0.471245439148025,220
315265,6764165,"226",0.51036780749374,219
315275,6764165,"227",0.525358035546455,219
315285,6764165,"228",0.516903354202477,219
315295,6764165,"229",0.507727208901168,220
315305,6764165,"230",0.502258626406457,220
315315,6764165,"231",0.516845117991255,219
315325,6764165,"232",0.536215695959675,220
315335,6764165,"233",0.547725102636746,219
315345,6764165,"234",0.558318497982873,219
315355,6764165,"235",0.533116687075634,218
315365,6764165,"236",0.508958049319689,217
315375,6764165,"237",0.521895731603529,217
315385,6764165,"238",0.54884407225168,216
315395,6764165,"239",0.568604805916479,214
315405,6764165,"240",0.592669926749271,214
315015,6764155,"241",0.528777780869308,221
315025,6764155,"242",0.531922868698699,221
315035,6764155,"243",0.535290017823965,221
315045,6764155,"244",0.520050491307948,221
315055,6764155,"245",0.52450408501684,222
315065,6764155,"246",0.530111881260777,221
315075,6764155,"247",0.516553155475027,222
315085,6764155,"248",0.489094783434399,223
315095,6764155,"249",0.480598648980688,222
315105,6764155,"250",0.460136767695682,222
315115,6764155,"251",0.448716284072604,224
315125,6764155,"252",0.441775147710847,224
315135,6764155,"253",0.448371442193175,223
315145,6764155,"254",0.468023162346398,223
315155,6764155,"255",0.501241746742424,223
315165,6764155,"256",0.502253318029274,221
315175,6764155,"257",0.5309069692942,221
315185,6764155,"258",0.535493604587905,222
315195,6764155,"259",0.534250507881784,222
315205,6764155,"260",0.529490625760432,223
315215,6764155,"261",0.536339947966639,222
315225,6764155,"262",0.539260788852924,221
315235,6764155,"263",0.523420540709471,221
315245,6764155,"264",0.50486937276336,220
315255,6764155,"265",0.488213728049809,220
315265,6764155,"266",0.495363920826247,220
315275,6764155,"267",0.507802757454838,221
315285,6764155,"268",0.518448677921488,219
315295,6764155,"269",0.519438886618551,220
315305,6764155,"270",0.51238171978039,219
315315,6764155,"271",0.538599185362997,219
315325,6764155,"272",0.552208552188826,220
315335,6764155,"273",0.560589895887072,219
315345,6764155,"274",0.570554603896139,219
315355,6764155,"275",0.559309058073206,219
315365,6764155,"276",0.535702946894507,218
315375,6764155,"277",0.539104403644433,217
315385,6764155,"278",0.564700191015358,216
315395,6764155,"279",0.591639838769826,216
315405,6764155,"280",0.622739482693425,215
315015,6764145,"281",0.504237340538347,222
315025,6764145,"282",0.495602444505933,221
315035,6764145,"283",0.504290521392834,221
315045,6764145,"284",0.514038865971945,222
315055,6764145,"285",0.520385976859455,222
315065,6764145,"286",0.527089419173319,222
315075,6764145,"287",0.513478380507031,222
315085,6764145,"288",0.487505473645871,223
315095,6764145,"289",0.481751211267041,223
315105,6764145,"290",0.458143242215496,223
315115,6764145,"291",0.437177626297614,225
315125,6764145,"292",0.430188895332262,224
315135,6764145,"293",0.44782080640884,224
315145,6764145,"294",0.476080448787424,224
315155,6764145,"295",0.49452681658599,223
315165,6764145,"296",0.494327092562628,222
315175,6764145,"297",0.523368450984564,221
315185,6764145,"298",0.514718410329408,221
315195,6764145,"299",0.509119855849221,223
315205,6764145,"300",0.501512089123685,222
315215,6764145,"301",0.527437101956334,222
