X,Y,id,ndvi.max_p,ndvi.max.doy_p,ndvi.max_s,ndvi.max.doy_s,ndvi.max_b,ndvi.max.doy_b,snow.persist
639365,7691755,"230",0.414659029687755,233,0.422822837530844,"232",0.431844639974482,"229",0.25945
639375,7691755,"231",0.421521103125997,233,0.421100449241479,"231",0.419323599875438,"223",0.2436
639385,7691755,"232",0.430966540909139,232,0.42622662248547,"231",0.433254347504766,"227",0.12098125
639395,7691755,"233",0.450003570585977,229,0.442118619487104,"230",0.449451951173174,"238",0.110175
639405,7691755,"234",0.471136698688497,230,0.461931718641175,"230",0.4800626438684,"239",0.08328125
639415,7691755,"235",0.492028978813323,231,0.493995720060194,"231",0.530838790244447,"243",0.03351875
639425,7691755,"236",0.470695921801962,231,0.483873236068849,"232",0.531678691887925,"241",0.15589375
639435,7691755,"237",0.448709297634196,231,0.44366456400988,"231",0.467161698334952,"240",
639445,7691755,"238",0.443106778679066,231,0.442488164401381,"231",0.454249961877972,"229",
639455,7691755,"239",0.447591078322148,230,0.448100710883038,"230",0.469163198063592,"234",
639465,7691755,"240",0.474105869681807,230,0.45960749913857,"228",0.462227190420028,"232",
639475,7691755,"241",0.458038852579193,230,0.44212523880121,"229",0.451856057211949,"239",
639485,7691755,"242",0.400211385705916,231,0.379718612269654,"229",0.371616403793233,"219",
639495,7691755,"243",0.411522149894154,229,0.390615181532139,"225",0.31918250917079,"239",
639505,7691755,"244",0.462138720933581,227,0.441587626161637,"224",0.452717300065657,"211",
639515,7691755,"245",0.493473817565246,228,0.475381748870433,"227",0.496379650699304,"207",
639175,7691745,"246",0.475417209934676,231,0.455627322095123,"229",0.443850488502335,"230",
639185,7691745,"247",0.471318009775132,231,0.453352502088022,"230",0.444491281423159,"219",
639195,7691745,"248",0.455700592428911,230,0.433757215707764,"228",0.446476579263926,"227",
639205,7691745,"249",0.444597907844582,231,0.425321038691228,"229",0.415654860469945,"221",
639215,7691745,"250",0.424002410465619,232,0.404396135604775,"231",0.385357186347645,"204",
639225,7691745,"251",0.409840429572796,232,0.386602189819926,"231",0.376022394943274,"242",
639235,7691745,"252",0.41129778487084,231,0.38950583674968,"229",0.380708389113149,"223",
639245,7691745,"253",0.420804664332536,231,0.396956276252444,"227",0.390954848844181,"218",
639255,7691745,"254",0.423386087080871,230,0.397352859340532,"227",0.421151685612425,"226",0.0001625
639265,7691745,"255",0.40945646410546,230,0.382360013105389,"227",0.374631327441772,"211",0
639275,7691745,"256",0.393014384419075,231,0.36756912260119,"228",0.336584815245011,"205",0.00509375
639285,7691745,"257",0.374768859473988,230,0.35382649417435,"229",0.426167810942802,"239",0.000175
639295,7691745,"258",0.357016644877149,230,0.336906977937271,"228",0.393684215295833,"237",0.00041875
639305,7691745,"259",0.349654254699999,229,0.32702741509335,"227",0.346724426429845,"221",0.00055
639315,7691745,"260",0.342428449403087,230,0.319321789833756,"226",0.311855733447398,"215",0.00026875
639325,7691745,"261",0.342996129547828,229,0.325379415925928,"227",0.323460342633987,"214",0.0225875
639335,7691745,"262",0.347230884355668,229,0.338504086371667,"229",0.346521954101889,"226",0.2225
639345,7691745,"263",0.368582053750288,232,0.384873051885514,"232",0.389333029629861,"226",0.26034375
639355,7691745,"264",0.403220077219885,231,0.424837550185872,"232",0.433316437782133,"227",0.26020625
639365,7691745,"265",0.440579255053308,231,0.455461017736043,"231",0.466644238705905,"225",0.26490625
639375,7691745,"266",0.454638497030828,231,0.457187784623645,"230",0.43964454250491,"197",0.25005
639385,7691745,"267",0.466446480379091,230,0.454025444697046,"228",0.456076103255392,"225",0.2437375
639395,7691745,"268",0.487572584912414,229,0.468528504214955,"227",0.471578574128473,"223",0.14405
639405,7691745,"269",0.509834283773671,228,0.489998893679002,"226",0.48357925363549,"218",0.0835375
639415,7691745,"270",0.527699149315595,229,0.507787544943941,"227",0.50154290776401,"215",0.00610625
639425,7691745,"271",0.508506692829542,230,0.494711332267731,"229",0.487687812608679,"231",0.07945
639435,7691745,"272",0.494943015524768,229,0.476004860838038,"228",0.472637132308021,"228",0.0881125
639445,7691745,"273",0.480670300516067,230,0.461357712190265,"228",0.455576609132474,"226",0.18606875
639455,7691745,"274",0.450739852429251,230,0.439549996714773,"230",0.437383167650939,"236",
639465,7691745,"275",0.449067121429835,231,0.440944253761066,"230",0.453040807704211,"237",
639475,7691745,"276",0.421924638751079,230,0.415189813427376,"230",0.417974147978681,"226",
639485,7691745,"277",0.407623077255266,230,0.396136523754957,"229",0.403366308046327,"229",
639495,7691745,"278",0.426673257978109,230,0.405393481194598,"227",0.411913743484016,"220",
639505,7691745,"279",0.469905733029009,228,0.447478385879263,"225",0.460827943535678,"224",
639515,7691745,"280",0.508044999369304,228,0.491292071009304,"227",0.491546884178504,"220",
639175,7691735,"281",0.396756488764368,233,0.383057140586378,"232",0.40742367506652,"230",
639185,7691735,"282",0.39221686466044,232,0.383852909039968,"231",0.403208090848277,"243",
639195,7691735,"283",0.376229230867466,233,0.362661439060847,"231",0.370198074500117,"226",
639205,7691735,"284",0.390394692512928,231,0.379893080838286,"230",0.386576798669712,"240",
639215,7691735,"285",0.40229374854971,233,0.393117087946812,"232",0.412357863756466,"249",
639225,7691735,"286",0.404528917235439,233,0.381140970854137,"230",0.374071698044804,"224",
639235,7691735,"287",0.414539263700135,231,0.388469123050156,"227",0.360928584976145,"192",
639245,7691735,"288",0.424646402745566,230,0.401371938271561,"226",0.389588063341422,"207",
639255,7691735,"289",0.424690529798681,229,0.406946721852432,"226",0.399021256024334,"231",0.0001125
639265,7691735,"290",0.430521616661281,229,0.407167037088113,"226",0.399723755579329,"202",0
639275,7691735,"291",0.416971770740929,229,0.393179483990378,"226",0.386256732017146,"212",0
639285,7691735,"292",0.400891870936903,229,0.37906932041181,"226",0.417558825721534,"231",0
639295,7691735,"293",0.389354109931446,228,0.370999134524777,"225",0.364210392545911,"210",0
639305,7691735,"294",0.378925205957785,229,0.362875433312087,"226",0.357905264100439,"216",0
639315,7691735,"295",0.382919033312646,230,0.362370130632901,"227",0.355271338620632,"212",1.875e-05
639325,7691735,"296",0.385579101690382,230,0.365918477372447,"229",0.385335136952099,"226",0.04965
639335,7691735,"297",0.367941589174734,230,0.349191118833801,"229",0.341380599152776,"215",0.20483125
639345,7691735,"298",0.363795415520144,230,0.359000559103209,"230",0.339366964755405,"219",0.2499875
639355,7691735,"299",0.352253865552484,229,0.360630721790077,"230",0.376541202823052,"231",0.2273375
639365,7691735,"300",0.351961095933802,230,0.358795105255395,"230",0.366038626735586,"238",0.24630625
639375,7691735,"301",0.375416157301515,229,0.370060327516991,"228",0.360180421222413,"221",0.2347875
639385,7691735,"302",0.426134044624632,228,0.409487903432476,"226",0.412946168506982,"216",0.1264
639395,7691735,"303",0.480920042769867,228,0.460498454493553,"226",0.462484260076414,"221",0.1549625
639405,7691735,"304",0.523086573812179,229,0.501658129378737,"226",0.500450699321527,"220",0.24785
639415,7691735,"305",0.546593678882346,228,0.526322433199764,"226",0.520237239906412,"230",0.1982625
639425,7691735,"306",0.556886895807111,228,0.53477644225649,"226",0.529324891703128,"210",0.2188625
639435,7691735,"307",0.542655969533371,228,0.520805025709203,"227",0.513568516989605,"217",0.17094375
639445,7691735,"308",0.533022920339135,229,0.510322823121587,"227",0.502946435797641,"222",0.2495375
639455,7691735,"309",0.52233908927883,230,0.504600210637739,"228",0.492790743754692,"223",0.25
639465,7691735,"310",0.477377570176031,230,0.476713647167312,"231",0.503515570355165,"237",0.2225875
639475,7691735,"311",0.390136209651246,232,0.398898320215064,"232",0.407630271570158,"237",0.25385625
639485,7691735,"312",0.382923576209578,231,0.373729035883933,"230",0.381071586200954,"227",
639495,7691735,"313",0.443241353685153,230,0.431800508223686,"229",0.438799223145667,"228",
639505,7691735,"314",0.467927492456511,228,0.453196451529496,"227",0.459872415895579,"239",
639515,7691735,"315",0.510945504429401,229,0.492199669975023,"227",0.502509363880136,"225",
639175,7691725,"316",0.249236679075693,238,0.258752722572529,"236",0.244615716304374,"247",
639185,7691725,"317",0.264933037964511,236,0.274811767437499,"235",0.273198366008118,"259",
639195,7691725,"318",0.239554077030334,238,0.257184860808699,"236",0.237530058230059,"262",
639205,7691725,"319",0.279867425633711,237,0.280000431590903,"236",0.266847104326327,"236",
639215,7691725,"320",0.296813846936857,236,0.293208546062705,"235",0.334758726551706,"234",
639225,7691725,"321",0.328675713382836,233,0.32140966110989,"231",0.316973171057077,"264",
639235,7691725,"322",0.37694995792117,229,0.371097440920334,"227",0.383883380166577,"243",
639245,7691725,"323",0.408805765451689,227,0.403036727071802,"225",0.403473249034197,"222",5.625e-05
639255,7691725,"324",0.418332854824257,228,0.41265514885112,"227",0.418289426409607,"246",5.625e-05
639265,7691725,"325",0.421535907502403,229,0.413040814412426,"227",0.502098086397265,"242",0.000111940298507463
