"";"id";"geometry";"ndvi.max";"ndvi.max.doy";"ndvi.max.date"
"1";1;c(639175, 7691815);0,183116666405112;223,473401173294;2023-08-11
"2";2;c(639185, 7691815);0,261623064172454;232,369606180193;2023-08-20
"3";3;c(639195, 7691815);0,315895505169465;232,848582463652;2023-08-20
"4";4;c(639205, 7691815);0,351066961651668;229,86264517239;2023-08-17
"5";5;c(639215, 7691815);0,429166301240912;231,178730408912;2023-08-19
"6";6;c(639225, 7691815);0,438915660633938;231,092066927136;2023-08-19
"7";7;c(639235, 7691815);0,42925114287209;229,492491101311;2023-08-17
"8";8;c(639245, 7691815);0,456373476736189;226,937912658439;2023-08-14
"9";9;c(639255, 7691815);0,483007641712902;228,135719662638;2023-08-16
"10";10;c(639265, 7691815);0,524261820333777;232,181021507007;2023-08-20
"11";11;c(639275, 7691815);0,520262283855118;232,158981498425;2023-08-20
"12";12;c(639285, 7691815);0,503628798513091;229,63141659438;2023-08-17
"13";13;c(639295, 7691815);0,488311424996937;228,749732324271;2023-08-16
"14";14;c(639305, 7691815);0,472718161727244;229,111365149027;2023-08-17
"15";15;c(639315, 7691815);0,451749134816055;228,980635280703;2023-08-16
"16";16;c(639325, 7691815);0,433096873210161;228,697071968694;2023-08-16
"17";17;c(639335, 7691815);0,417127918066399;227,758739535166;2023-08-15
"18";18;c(639345, 7691815);0,406492854781391;227,355179539045;2023-08-15
"19";19;c(639355, 7691815);0,408559093935764;228,481261134366;2023-08-16
"20";20;c(639365, 7691815);0,403842268911831;227,183198064726;2023-08-15
"21";21;c(639375, 7691815);0,383953616001236;226,567766570828;2023-08-14
"22";22;c(639385, 7691815);0,372573265281972;227,218201184969;2023-08-15
"23";23;c(639395, 7691815);0,368978669292119;227,100029386525;2023-08-15
"24";24;c(639405, 7691815);0,355565096346254;227,60405420079;2023-08-15
"25";25;c(639415, 7691815);0,336531763678067;228,109366158191;2023-08-16
"26";26;c(639425, 7691815);0,360063374057063;226,234723389905;2023-08-14
"27";27;c(639435, 7691815);0,390071450841788;224,212118289983;2023-08-12
"28";28;c(639445, 7691815);0,408952371173655;224,66147751702;2023-08-12
"29";29;c(639455, 7691815);0,408971047429077;224,926970066288;2023-08-12
"30";30;c(639465, 7691815);0,43869891705981;225,967423662227;2023-08-13
"31";31;c(639475, 7691815);0,482120192798902;227,321648078821;2023-08-15
"32";32;c(639485, 7691815);0,522068532547564;229,177894904486;2023-08-17
"33";33;c(639495, 7691815);0,534049098510877;229,474789840948;2023-08-17
"34";34;c(639505, 7691815);0,514646212905063;228,157131820168;2023-08-16
"35";35;c(639515, 7691815);0,501472111514886;228,645702559457;2023-08-16
"36";36;c(639175, 7691805);0,197374127623334;231,877009049895;2023-08-19
"37";37;c(639185, 7691805);0,237108001711022;235,149094136934;2023-08-23
"38";38;c(639195, 7691805);0,229212346799613;233,582226241873;2023-08-21
"39";39;c(639205, 7691805);0,260078215098474;233,577658702914;2023-08-21
"40";40;c(639215, 7691805);0,29274188222189;233,376204742417;2023-08-21
"41";41;c(639225, 7691805);0,312227235961473;230,728346125619;2023-08-18
"42";42;c(639235, 7691805);0,370205169674591;228,649278922148;2023-08-16
"43";43;c(639245, 7691805);0,429961659450782;230,586501967111;2023-08-18
"44";44;c(639255, 7691805);0,461963239758916;234,24769744385;2023-08-22
"45";45;c(639265, 7691805);0,493752569411299;233,365921161912;2023-08-21
"46";46;c(639275, 7691805);0,507889962085756;232,582728066805;2023-08-20
"47";47;c(639285, 7691805);0,480513984148274;232,051934211155;2023-08-20
"48";48;c(639295, 7691805);0,451618107945251;230,576652785458;2023-08-18
"49";49;c(639305, 7691805);0,427355707593961;228,967721588127;2023-08-16
"50";50;c(639315, 7691805);0,400719423414557;229,563079413369;2023-08-17
"51";51;c(639325, 7691805);0,376989474774746;229,646207169462;2023-08-17
"52";52;c(639335, 7691805);0,365584642189788;231,492156849818;2023-08-19
"53";53;c(639345, 7691805);0,346168493008008;228,151927233968;2023-08-16
"54";54;c(639355, 7691805);0,361871416898794;227,032861781758;2023-08-15
"55";55;c(639365, 7691805);0,349962443826371;228,002093382926;2023-08-16
"56";56;c(639375, 7691805);0,34584644511051;226,675891840729;2023-08-14
"57";57;c(639385, 7691805);0,344368837562797;225,372087963398;2023-08-13
"58";58;c(639395, 7691805);0,351489932196273;227,266633084921;2023-08-15
"59";59;c(639405, 7691805);0,33715760272753;229,093445011935;2023-08-17
"60";60;c(639415, 7691805);0,306902521195298;228,194803642768;2023-08-16
"61";61;c(639425, 7691805);0,353143929125508;225,57156149255;2023-08-13
"62";62;c(639435, 7691805);0,399894369300455;225,320307213962;2023-08-13
"63";63;c(639445, 7691805);0,405164156552928;224,714044559372;2023-08-12
"64";64;c(639455, 7691805);0,404334132406802;224,174283640194;2023-08-12
"65";65;c(639465, 7691805);0,445598269645416;226,285202311217;2023-08-14
"66";66;c(639475, 7691805);0,490571562040714;227,589781668645;2023-08-15
"67";67;c(639485, 7691805);0,518436582409777;227,718189358744;2023-08-15
"68";68;c(639495, 7691805);0,535191315968405;226,810528292288;2023-08-14
"69";69;c(639505, 7691805);0,529128255016985;228,251004712878;2023-08-16
"70";70;c(639515, 7691805);0,506921424341272;227,504851712656;2023-08-15
"71";71;c(639175, 7691795);0,311772246925102;228,666308043026;2023-08-16
"72";72;c(639185, 7691795);0,298224223108264;229,761437535763;2023-08-17
"73";73;c(639195, 7691795);0,286994254005549;230,868667567229;2023-08-18
"74";74;c(639205, 7691795);0,303678274009144;232,047647899941;2023-08-20
"75";75;c(639215, 7691795);0,28218211789499;237,069099053682;2023-08-25
"76";76;c(639225, 7691795);0,251457708349335;236,774667384238;2023-08-24
"77";77;c(639235, 7691795);0,30362777604023;234,641354986117;2023-08-22
"78";78;c(639245, 7691795);0,344072777559632;236,587789177091;2023-08-24
"79";79;c(639255, 7691795);0,336006127778091;235,747944510087;2023-08-23
"80";80;c(639265, 7691795);0,335840908679529;234,155023126721;2023-08-22
"81";81;c(639275, 7691795);0,391411751203123;232,637972950211;2023-08-20
"82";82;c(639285, 7691795);0,412684233073378;231,43219105338;2023-08-19
"83";83;c(639295, 7691795);0,406026280892547;231,80055936383;2023-08-19
"84";84;c(639305, 7691795);0,353010046681447;229,365613963528;2023-08-17
"85";85;c(639315, 7691795);0,311367674425128;230,367988819857;2023-08-18
"86";86;c(639325, 7691795);0,274949320082669;231,635034941697;2023-08-19
"87";87;c(639335, 7691795);0,261591528891586;232,74477059126;2023-08-20
"88";88;c(639345, 7691795);0,276526975783781;229,171769790843;2023-08-17
"89";89;c(639355, 7691795);0,327562063321238;232,023068708517;2023-08-20
"90";90;c(639365, 7691795);0,314943171200866;234,591480003171;2023-08-22
"91";91;c(639375, 7691795);0,271190267856582;232,505046806396;2023-08-20
"92";92;c(639385, 7691795);0,254136990493862;231,094215705059;2023-08-19
"93";93;c(639395, 7691795);0,23710974774076;227,480097963198;2023-08-15
"94";94;c(639405, 7691795);0,254125683874008;223,144219729984;2023-08-11
"95";95;c(639415, 7691795);0,311796963345842;228,806779274939;2023-08-16
"96";96;c(639425, 7691795);0,357222411701514;227,942725579356;2023-08-15
"97";97;c(639435, 7691795);0,392206867043569;227,454965988323;2023-08-15
"98";98;c(639445, 7691795);0,394909645605367;224,667706068987;2023-08-12
"99";99;c(639455, 7691795);0,417918624487356;224,748584610861;2023-08-12
"100";100;c(639465, 7691795);0,449757098496775;226,531728715039;2023-08-14
"101";101;c(639475, 7691795);0,461299925707863;227,345809820683;2023-08-15
"102";102;c(639485, 7691795);0,449334880860988;224,893087363544;2023-08-12
"103";103;c(639495, 7691795);0,474472068221075;222,986208456809;2023-08-10
"104";104;c(639505, 7691795);0,495053218997782;224,850379435669;2023-08-12
"105";105;c(639515, 7691795);0,518828470769222;226,831813378165;2023-08-14
"106";106;c(639175, 7691785);0,392696630158753;229,332487997784;2023-08-17
"107";107;c(639185, 7691785);0,365740174398525;229,199597972147;2023-08-17
"108";108;c(639195, 7691785);0,350946484526503;228,872892404845;2023-08-16
"109";109;c(639205, 7691785);0,365262987965252;228,492052679769;2023-08-16
"110";110;c(639215, 7691785);0,338291056839807;231,313422460571;2023-08-19
"111";111;c(639225, 7691785);0,301814366612234;233,255142159072;2023-08-21
"112";112;c(639235, 7691785);0,293163837231987;233,51613102499;2023-08-21
"113";113;c(639245, 7691785);0,257275594121893;233,817060457506;2023-08-21
"114";114;c(639255, 7691785);0,265181818125711;232,638957064602;2023-08-20
"115";115;c(639265, 7691785);0,255756090002251;234,341278561507;2023-08-22
"116";116;c(639275, 7691785);0,257147966694902;233,200254996595;2023-08-21
"117";117;c(639285, 7691785);0,313636192440754;234,692218574575;2023-08-22
"118";118;c(639295, 7691785);0,321837102499558;231,921542398875;2023-08-19
"119";119;c(639305, 7691785);0,332760829944164;230,866100056468;2023-08-18
"120";120;c(639315, 7691785);0,310357054084307;235,939149849943;2023-08-23
"121";121;c(639325, 7691785);0,259310119246948;235,885325475192;2023-08-23
"122";122;c(639335, 7691785);0,238858716133109;236,93375579131;2023-08-24
"123";123;c(639345, 7691785);0,275345612302772;234,749998232302;2023-08-22
"124";124;c(639355, 7691785);0,298891284335696;235,601124799636;2023-08-23
"125";125;c(639365, 7691785);0,29822224315285;237,273654165529;2023-08-25
"126";126;c(639375, 7691785);0,245764208215405;236,968424580624;2023-08-24
"127";127;c(639385, 7691785);0,206191892328206;237,365727423399;2023-08-25
"128";128;c(639395, 7691785);0,180091783608077;238,956634203791;2023-08-26
"129";129;c(639405, 7691785);0,161286211470724;231,318562176479;2023-08-19
"130";130;c(639415, 7691785);0,225287729503179;224,288505158729;2023-08-12
"131";131;c(639425, 7691785);0,340683397669636;229,469100479058;2023-08-17
"132";132;c(639435, 7691785);0,377847190022294;229,458157654735;2023-08-17
"133";133;c(639445, 7691785);0,395828033979342;226,494525746511;2023-08-14
"134";134;c(639455, 7691785);0,443472750499495;227,75668622175;2023-08-15
"135";135;c(639465, 7691785);0,452375184177072;227,362320826713;2023-08-15
"136";136;c(639475, 7691785);0,446831035093055;227,781898629717;2023-08-15
"137";137;c(639485, 7691785);0,422463568487728;225,074019444695;2023-08-13
"138";138;c(639495, 7691785);0,44942640910449;228,349741479604;2023-08-16
"139";139;c(639505, 7691785);0,456072236338514;222,048656618448;2023-08-10
"140";140;c(639515, 7691785);0,482661292568082;224,330671251766;2023-08-12
"141";141;c(639175, 7691775);0,460023663596075;228,898335116948;2023-08-16
"142";142;c(639185, 7691775);0,432719698233996;229,015365826923;2023-08-17
"143";143;c(639195, 7691775);0,429442109096271;229,430111770333;2023-08-17
"144";144;c(639205, 7691775);0,433801284947549;229,446359423451;2023-08-17
"145";145;c(639215, 7691775);0,393159093189752;230,18643748324;2023-08-18
"146";146;c(639225, 7691775);0,303056072996696;231,212006782393;2023-08-19
"147";147;c(639235, 7691775);0,266221153808146;228,518753111279;2023-08-16
"148";148;c(639245, 7691775);0,277839960377605;231,516444248049;2023-08-19
"149";149;c(639255, 7691775);0,292300034852815;230,572254909228;2023-08-18
"150";150;c(639265, 7691775);0,278253686512471;230,897451550914;2023-08-18
"151";151;c(639275, 7691775);0,279800118725689;229,587558135074;2023-08-17
"152";152;c(639285, 7691775);0,301623997205752;232,393102988768;2023-08-20
"153";153;c(639295, 7691775);0,267549822958244;235,564485036026;2023-08-23
"154";154;c(639305, 7691775);0,255334785782907;235,252800384482;2023-08-23
"155";155;c(639315, 7691775);0,252524016490497;237,541439731453;2023-08-25
"156";156;c(639325, 7691775);0,246596207703988;235,386841412132;2023-08-23
"157";157;c(639335, 7691775);0,266362156355171;236,889179206351;2023-08-24
"158";158;c(639345, 7691775);0,286095424969972;238,779553012046;2023-08-26
"159";159;c(639355, 7691775);0,281140075581789;237,596346343111;2023-08-25
"160";160;c(639365, 7691775);0,301066658743366;237,070848445957;2023-08-25
"161";161;c(639375, 7691775);0,294015752035193;237,663606652768;2023-08-25
"162";162;c(639385, 7691775);0,256748029751179;238,378170269756;2023-08-26
"163";163;c(639395, 7691775);0,272949858408538;238,330456987875;2023-08-26
"164";164;c(639405, 7691775);0,261116264118755;237,296202225782;2023-08-25
"165";165;c(639415, 7691775);0,247973862788058;235,875220566388;2023-08-23
"166";166;c(639425, 7691775);0,33789077441179;228,807421761983;2023-08-16
"167";167;c(639435, 7691775);0,40012085824128;231,278156351156;2023-08-19
"168";168;c(639445, 7691775);0,434544597752392;229,992527549639;2023-08-17
"169";169;c(639455, 7691775);0,461832835026144;229,279661447297;2023-08-17
"170";170;c(639465, 7691775);0,456684019212844;227,629307037092;2023-08-15
"171";171;c(639475, 7691775);0,446647447199211;227,993036537482;2023-08-15
"172";172;c(639485, 7691775);0,429124151429278;226,801997194882;2023-08-14
"173";173;c(639495, 7691775);0,438055816179258;223,832472227179;2023-08-11
"174";174;c(639505, 7691775);0,452655040149693;230,678927145669;2023-08-18
"175";175;c(639515, 7691775);0,452773252800398;227,052704709047;2023-08-15
"176";176;c(639175, 7691765);0,470832082100969;228,935698915913;2023-08-16
"177";177;c(639185, 7691765);0,458771751727909;228,633600718993;2023-08-16
"178";178;c(639195, 7691765);0,465343784569995;228,792075019872;2023-08-16
"179";179;c(639205, 7691765);0,459770140427281;229,892798472378;2023-08-17
"180";180;c(639215, 7691765);0,406768079228641;229,932540750568;2023-08-17
"181";181;c(639225, 7691765);0,336197512770013;228,659007098224;2023-08-16
"182";182;c(639235, 7691765);0,326822892850032;228,332459916906;2023-08-16
"183";183;c(639245, 7691765);0,320981614742777;227,801617264795;2023-08-15
"184";184;c(639255, 7691765);0,314595292406011;228,095054066718;2023-08-16
"185";185;c(639265, 7691765);0,322190099839645;228,243129890176;2023-08-16
"186";186;c(639275, 7691765);0,34305614818004;228,402739958648;2023-08-16
"187";187;c(639285, 7691765);0,336800595614477;228,783570584506;2023-08-16
"188";188;c(639295, 7691765);0,322334026073804;234,818315255587;2023-08-22
"189";189;c(639305, 7691765);0,257417985165375;236,009266021123;2023-08-24
"190";190;c(639315, 7691765);0,264197511569364;235,348089045387;2023-08-23
"191";191;c(639325, 7691765);0,296533365908545;236,663511709223;2023-08-24
"192";192;c(639335, 7691765);0,338056716711435;235,180748818926;2023-08-23
"193";193;c(639345, 7691765);0,357212351816997;235,955889729394;2023-08-23
"194";194;c(639355, 7691765);0,345731707580853;235,795972126583;2023-08-23
"195";195;c(639365, 7691765);0,35531100622029;236,064035797288;2023-08-24
"196";196;c(639375, 7691765);0,364985836102278;236,331071500423;2023-08-24
"197";197;c(639385, 7691765);0,361396044623689;236,080653522527;2023-08-24
"198";198;c(639395, 7691765);0,400045828268048;235,966281365254;2023-08-23
"199";199;c(639405, 7691765);0,411865029294859;235,319863860586;2023-08-23
"200";200;c(639415, 7691765);0,391296324924042;233,644223885789;2023-08-21
"201";201;c(639425, 7691765);0,470788416278083;234,441347335705;2023-08-22
"202";202;c(639435, 7691765);0,45888275867037;231,773702061448;2023-08-19
