"","sample.id","latitude","longitude","first.yr","last.yr","n.yr.obs","trend.period","si","slope","intercept","tau","pval","total.change","total.change.pcnt","trend.cat"
"132","kluane_low_83",60.9677108,-138.4153204,2000,2020,21,"2000to2020","ndvi.max",0.00169,0.6257,0.095,0.5813,0.035,5.6,"no_trend"
"133","kluane_low_85",60.9677388,-138.4142141,2001,2020,20,"2000to2020","ndvi.max",0.00205,0.5113,0.263,0.1237,0.043,8.4,"no_trend"
"134","kluane_low_86",60.9677529,-138.413661,2000,2020,21,"2000to2020","ndvi.max",0.00119,0.4831,0.116,0.4957,0.025,5.2,"no_trend"
"135","kluane_low_87",60.9677669,-138.4131078,2001,2020,20,"2000to2020","ndvi.max",0.00202,0.4393,0.181,0.2939,0.042,9.6,"no_trend"
"136","kluane_low_88",60.9677809,-138.4125547,2001,2020,20,"2000to2020","ndvi.max",0.00078,0.4613,0.111,0.5289,0.016,3.5,"no_trend"
"137","kluane_low_89",60.9677949,-138.4120016,2000,2020,21,"2000to2020","ndvi.max",2e-04,0.7592,0.011,0.9741,0.004,0.5,"no_trend"
"138","kluane_low_9",60.9693801,-138.4132809,2000,2020,21,"2000to2020","ndvi.max",-0.00068,0.7432,-0.021,0.9225,-0.014,-1.9,"no_trend"
"139","kluane_low_90",60.9678089,-138.4114485,2000,2020,21,"2000to2020","ndvi.max",-0.00047,0.5863,-0.095,0.5813,-0.01,-1.7,"no_trend"
"140","kluane_low_91",60.967823,-138.4108953,2000,2020,21,"2000to2020","ndvi.max",-0.00016,0.6321,-0.011,0.9741,-0.003,-0.5,"no_trend"
"141","kluane_low_94",60.9674139,-138.4163977,2000,2020,20,"2000to2020","ndvi.max",-0.00127,0.7157,-0.123,0.4841,-0.027,-3.8,"no_trend"
"142","kluane_low_95",60.9674279,-138.4158446,2000,2020,20,"2000to2020","ndvi.max",-0.00095,0.8024,-0.111,0.5289,-0.02,-2.5,"no_trend"
"143","kluane_low_96",60.9674419,-138.4152915,2000,2020,21,"2000to2020","ndvi.max",0.001,0.719,0.126,0.4555,0.021,2.9,"no_trend"
"144","kluane_low_97",60.967456,-138.4147384,2000,2020,21,"2000to2020","ndvi.max",-0.00107,0.655,-0.158,0.3468,-0.022,-3.4,"no_trend"
"145","kluane_low_98",60.96747,-138.4141852,2001,2020,20,"2000to2020","ndvi.max",-0.00062,0.5687,-0.076,0.6746,-0.013,-2.3,"no_trend"
"146","kluane_low_99",60.967484,-138.4136321,2001,2020,20,"2000to2020","ndvi.max",0.00025,0.5134,0.041,0.8337,0.005,1,"no_trend"
