 12.16978123 4.0908837 3.39242877 1870.098018 0.1907988477
 12.16967361 4.112509935 3.435311332 1868.264246 0.06369067857
 12.16989012 4.069001714 3.349039082 1868.307384 0.06649826108
 12.68654201 4.102881879 3.387674811 1867.936182 0.04587744879
 11.75662328 4.081290976 3.39622963 1868.236016 0.06191780623
 12.26183953 0.7863455066 5.059181541 1867.870395 0.04295646981
 12.13186471 5.451940847 2.70593473 1868.096602 0.05386034612
 11.90941613 4.858518478 2.973224631 1868.229007 0.0614853843
 11.98445713 2.164835752 4.331872311 1868.441591 0.07604941528
 12.44630496 4.870983992 2.968285504 1868.475318 0.07865801722
 12.52134596 2.177301266 4.326933184 1868.004907 0.0491412701
 11.90929113 4.883637962 3.023033938 1868.07771 0.05285232994
 11.98433213 2.189955236 4.381681618 1868.081958 0.05307734806
 12.44617996 4.896103476 3.018094811 1868.338884 0.0686263345
 12.52122096 2.20242075 4.37674249 1867.651458 0.03451004234
