X,Y,2022-04-04,2022-05-12,2022-05-29,2022-06-08,2022-07-08,2022-07-21,2022-07-26,2022-08-12,2022-09-16,2022-09-24,2022-09-29,2022-10-06,id,2022-10-07,2022-10-10,2022-12-13
315085,6764195,-0.00950209045990118,-0.0198725159355081,-0.0844212358572672,-0.0615595075239398,0.494022617124394,0.513936430317848,0.550407013149656,0.545720894371627,0.246206896551724,0.211169284467714,-0.0275074058400339,-0.0232342007434944,"39",0,0,0
315095,6764195,-0.00852665174105654,-0.0189250567751703,-0.0840035746201966,-0.0591446769790719,0.470892626131953,0.535820196659903,0.531834617198554,0.542682926829268,0.262978142076503,0.22786547700755,-0.0393765381460213,-0.0469026548672566,"40",0,0,0
315105,6764195,-0.0121322265337197,-0.0165321030372933,-0.0819081908190819,-0.062904717853839,0.448932676518883,0.492866407263294,0.508196721311475,0.514896272032444,0.257915332621843,0.227517018989609,-0.0456602221308104,-0.0391807658058771,"41",0,0,0
315115,6764195,-0.0139507272187593,-0.0159099728366317,-0.0832769126607989,-0.0686882609694464,0.486235645744848,0.522262146539603,0.538461538461538,0.535510937968235,0.256002705444707,0.221763085399449,-0.0324149108589951,-0.0508033000434216,"42",0,0,0
315125,6764195,-0.0105951084265769,-0.0163297045101089,-0.0831580742340704,-0.0640937284631289,0.507481296758105,0.539557206997987,0.569309156301514,0.557086325663198,0.247478143913921,0.228282828282828,-0.043655650754794,-0.0424879544459045,"43",0,0,0
315135,6764195,-0.00583618434292614,-0.0175301908843007,-0.0826654453858484,-0.0573099415204678,0.501901140684411,0.522340083574413,0.559686587801506,0.553843830237124,0.262465373961219,0.236288375301828,-0.0428689200329761,-0.0486390004462294,"44",0,0,0
315145,6764195,-0.0128418190058921,-0.0160847391133778,-0.0821917808219178,-0.0634328358208955,0.501999040460579,0.503142573602382,0.553929961089494,0.54795151143164,0.269190691212226,0.241596638655462,-0.0441176470588235,-0.0478299379982285,"45",0,0,0
315155,6764195,-0.0137429264349232,-0.0137308748528835,-0.080810380150239,-0.0654161781946073,0.491048593350384,0.515556279524352,0.544406357120598,0.536611684908278,0.254779283976364,0.228999651446497,-0.0497737556561086,-0.0518251464623704,"46",0,0,0
315165,6764195,-0.0159378831221904,-0.0161226897365317,-0.0834097158570119,-0.0641686182669789,0.507046664578766,0.558361564521096,0.55095785440613,0.551558752997602,0.236125473974492,0.207100591715976,-0.0470538363713438,-0.0555940023068051,"47",0,0,0
315175,6764195,-0.0111909650924025,-0.0153482880755608,-0.0829134218964727,-0.0660421545667447,0.518723143032535,0.575903614457831,0.562640323304894,0.560802833530106,0.229231299551879,0.205412907702984,-0.0468156895824547,-0.0507380073800738,"48",0,0,0
315185,6764195,-0.012710127101271,-0.0153121319199058,-0.0824175824175824,-0.0612819910777178,0.505691564010603,0.584816132858837,0.549421742482652,0.554689841174708,0.256072172102706,0.230288294546718,-0.0469741853575963,-0.0488479262672811,"49",0,0,0
315195,6764195,-0.0119029374201788,-0.0153362170664569,-0.0817107291726146,-0.0649777152240206,0.500393019965414,0.589132075471698,0.552883132901634,0.556737049977214,0.25747679614988,0.226095961339317,-0.0404040404040404,-0.0467969104952294,"50",0,0,0
315205,6764195,-0.00993564993564994,-0.0149136577708006,-0.0824812542603954,-0.0652839971718124,0.482882295402674,0.560037232392181,0.523870349672681,0.53826929084661,0.251054852320675,0.237420269312544,-0.0367892976588629,-0.0508166969147005,"51",0,0,0
315215,6764195,-0.0114671854202928,-0.0163934426229508,-0.0867683898884081,-0.0646531382727702,0.464561639234128,0.52319587628866,0.494431319608505,0.509730171708913,0.261896113330912,0.245697546686196,-0.027355623100304,-0.0473977695167286,"52",0,0,0
315225,6764195,-0.0138473243723054,-0.0140077821011673,-0.0840503732406405,-0.0686297791498456,0.470668485675307,0.532305673991473,0.517907712810261,0.525935653315824,0.253974121996303,0.236269812016218,-0.0378927911275416,-0.0368608799048751,"53",0,0,0
315235,6764195,-0.0130521574448482,-0.0149606299212598,-0.0809327846364883,-0.0641598119858989,0.49006399461098,0.584952204748689,0.537722248918789,0.550765385816932,0.262199563000728,0.23388848660391,-0.0248447204968944,-0.0509509274477577,"54",0,0,0
315245,6764195,-0.0120917734601075,-0.0162892332141438,-0.0807082087836284,-0.0588785046728972,0.498838367076004,0.609888453421767,0.540396710208031,0.554328970193976,0.269642198450756,0.226429101707498,-0.0425925925925926,-0.041318124207858,"55",0,0,0
315255,6764195,-0.0123762376237624,-0.0135242641209228,-0.0835654596100279,-0.0610902255639098,0.491684864774063,0.5897903372835,0.564350264880025,0.563669837373427,0.266088214027477,0.226686325101364,-0.0454545454545455,-0.0474724146779574,"56",0,0,0
315265,6764195,-0.0119785212722016,-0.0130900436334788,-0.0879704456245671,-0.0579059324036871,0.501003344481605,0.583713157095108,0.584313725490196,0.573809523809524,0.263829787234043,0.222022310183519,-0.0362287210824967,-0.0568462679189323,"57",0,0,0
315275,6764195,-0.00906066035321218,-0.0153241650294695,-0.0828106117281464,-0.0546139359698682,0.509096712416214,0.570971184631804,0.595732068761114,0.590532544378698,0.262169680111266,0.213860693034652,-0.0339784946236559,-0.0371070668872607,"58",0,0,0
315285,6764195,-0.00884244372990354,-0.0133124510571652,-0.0813287514318442,-0.0499408284023669,0.53566958698373,0.562393691046853,0.609997093868062,0.592977322604243,0.259938837920489,0.208104395604396,-0.0477773161611965,-0.0413223140495868,"59",0,0,0
315295,6764195,-0.0116325711993582,-0.0161353797717434,-0.0809690970823502,-0.0560303893637227,0.545313949891741,0.594542488506599,0.621714285714286,0.603418803418803,0.261600537995965,0.208827404479578,-0.0384774513860157,-0.0438635356668144,"60",0,0,0
315305,6764195,-0.0099138145767947,-0.0176263219741481,-0.0815529519871353,-0.0604343720491029,0.531106537913567,0.574696760325503,0.593099345627603,0.590098718137616,0.270621270621271,0.23141951391335,-0.0272108843537415,-0.0556967876126647,"61",0,0,0
315315,6764195,-0.0134261561412233,-0.0144700821274932,-0.080538443988136,-0.0568181818181818,0.528161193082659,0.583168165878945,0.587378640776699,0.586082783443311,0.263636363636364,0.231402125471375,-0.0358078602620087,-0.0288416075650118,"62",0,0,0
315325,6764195,-0.00794912559618442,-0.0181537273078409,-0.085225032388892,-0.0589628226379351,0.519645120405577,0.603108188882247,0.580425917535116,0.589349112426035,0.253875301412332,0.210152284263959,-0.0284518828451883,-0.0454950936663693,"63",0,0,0
315335,6764195,-0.0106227463210213,-0.018042226487524,-0.0872122332381112,-0.0592105263157895,0.529068875594416,0.61148549663053,0.581131512165995,0.586532782043709,0.250847457627119,0.209876543209877,-0.0401622718052738,-0.0433260393873085,"64",0,0,0
315345,6764195,-0.0133066246959508,-0.0173323285606631,-0.0879363676535572,-0.0610886617542192,0.526594090202177,0.570152061451638,0.573292867981791,0.571043972479809,0.263511245384357,0.222518321119254,-0.0434436030290953,-0.038560411311054,"65",0,0,0
315355,6764195,-0.0131517144199155,-0.0201192250372578,-0.0878880629645824,-0.0794249351873674,0.502256608639587,0.520236920039487,0.549731607199242,0.542259022027808,0.25684575389948,0.229145386448757,-0.0260104041616647,-0.0409110080134964,"66",0,0,0
315365,6764195,-0.00990667623833453,-0.0199173243141676,-0.0876424189307625,-0.0764467730412003,0.472088215024121,0.501203990368077,0.504530689006668,0.499403646277049,0.246443675509419,0.220532319391635,-0.0136470588235294,-0.00170690075591319,"67",0,0,0
315375,6764195,-0.0101827040194884,-0.0166288737717309,-0.0874725274725275,-0.0789220404234841,0.439971751412429,0.483949331945167,0.459255261737723,0.473389355742297,0.250296559905101,0.233514352211016,-0.0210622710622711,-0.0251694094869313,"68",0,0,0
