X,Y,id,ndvi.max,ndvi.max.doy
314835,6763635,"1",0.528488123123637,219
314845,6763635,"2",0.531222623262412,220
314855,6763635,"3",0.517765554627813,220
314865,6763635,"4",0.506129357800358,219
314875,6763635,"5",0.502233822591772,219
314885,6763635,"6",0.504468093545869,219
314895,6763635,"7",0.497035776956058,220
314905,6763635,"8",0.495220870746895,220
314915,6763635,"9",0.494353282967414,220
314925,6763635,"10",0.494614121297079,219
314935,6763635,"11",0.493987883390606,219
314945,6763635,"12",0.487735941003193,219
314955,6763635,"13",0.474686048637344,219
314965,6763635,"14",0.471413817461116,219
314975,6763635,"15",0.477826968857464,219
314985,6763635,"16",0.482801133426517,220
314995,6763635,"17",0.481731729482026,219
315005,6763635,"18",0.480182150847616,219
315015,6763635,"19",0.485507944926765,218
315025,6763635,"20",0.471216592264635,218
315035,6763635,"21",0.490848727942169,219
315045,6763635,"22",0.511438210689756,219
315055,6763635,"23",0.514310105550003,219
315065,6763635,"24",0.53012465982279,219
315075,6763635,"25",0.50017248157535,221
315085,6763635,"26",0.47712696755789,222
315095,6763635,"27",0.474834877624537,222
315105,6763635,"28",0.471324500826347,222
315115,6763635,"29",0.464065573192479,223
315125,6763635,"30",0.472737918412223,223
315135,6763635,"31",0.480588732303847,222
315145,6763635,"32",0.479207632945225,222
315155,6763635,"33",0.492518205772996,222
315165,6763635,"34",0.494045031293559,220
315175,6763635,"35",0.503730395250569,219
315185,6763635,"36",0.549753510635804,218
315195,6763635,"37",0.544014296481746,218
315205,6763635,"38",0.481399982915463,219
315215,6763635,"39",0.463792802499928,219
315225,6763635,"40",0.4699071981283,219
315235,6763635,"41",0.498471578084658,219
315245,6763635,"42",0.485422322488952,219
315255,6763635,"43",0.479077808030007,220
315265,6763635,"44",0.469985932316991,220
315275,6763635,"45",0.447970036977716,221
315285,6763635,"46",0.420040474636794,222
315295,6763635,"47",0.389778686673365,223
315305,6763635,"48",0.402969578764232,223
314835,6763625,"49",0.511411157054435,218
314845,6763625,"50",0.522364613400573,219
314855,6763625,"51",0.524908632983137,221
314865,6763625,"52",0.523060415888247,221
314875,6763625,"53",0.516588708882938,221
314885,6763625,"54",0.506320013344723,220
314895,6763625,"55",0.489710214902122,220
314905,6763625,"56",0.498958770832286,219
314915,6763625,"57",0.488700520790243,219
314925,6763625,"58",0.476048200907056,219
314935,6763625,"59",0.471231044542015,220
314945,6763625,"60",0.472507521004659,219
314955,6763625,"61",0.464074704536189,220
314965,6763625,"62",0.458734651362233,220
314975,6763625,"63",0.470037270473802,220
314985,6763625,"64",0.477773300154997,220
314995,6763625,"65",0.475651230917094,219
315005,6763625,"66",0.473196107071363,219
315015,6763625,"67",0.480505562105532,219
315025,6763625,"68",0.459119570212825,219
315035,6763625,"69",0.480989983086438,218
315045,6763625,"70",0.509954163133646,219
315055,6763625,"71",0.508062851858824,218
315065,6763625,"72",0.520390569023343,218
315075,6763625,"73",0.504624640138907,219
315085,6763625,"74",0.490582663872924,222
315095,6763625,"75",0.490166659519461,223
315105,6763625,"76",0.493405962138518,222
315115,6763625,"77",0.477608005893288,223
315125,6763625,"78",0.461140499184691,223
315135,6763625,"79",0.451529740340314,224
315145,6763625,"80",0.45280625905397,227
315155,6763625,"81",0.483931574788973,226
315165,6763625,"82",0.499431839952794,221
315175,6763625,"83",0.510459514676993,219
315185,6763625,"84",0.514895712511551,218
315195,6763625,"85",0.491207639291037,219
315205,6763625,"86",0.444090583439775,220
315215,6763625,"87",0.434573443864362,221
315225,6763625,"88",0.435152440289045,220
315235,6763625,"89",0.472344252475415,220
315245,6763625,"90",0.476048728725369,220
315255,6763625,"91",0.473289511559369,220
315265,6763625,"92",0.467673542834053,221
315275,6763625,"93",0.440551983613208,221
315285,6763625,"94",0.404504808591577,222
315295,6763625,"95",0.389482978093712,223
315305,6763625,"96",0.399262735718377,223
314835,6763615,"97",0.496418982463425,219
314845,6763615,"98",0.504375759784452,219
314855,6763615,"99",0.510407332849069,219
314865,6763615,"100",0.510253477460096,219
314875,6763615,"101",0.513553827268646,221
314885,6763615,"102",0.506101912724916,222
314895,6763615,"103",0.496987180614356,221
314905,6763615,"104",0.504919269455535,219
314915,6763615,"105",0.490557554145413,219
314925,6763615,"106",0.461784121755896,220
314935,6763615,"107",0.454009825725285,220
314945,6763615,"108",0.457410283465018,220
314955,6763615,"109",0.445324836664018,221
314965,6763615,"110",0.446921508174703,221
314975,6763615,"111",0.460957103955906,220
314985,6763615,"112",0.471784373821029,220
314995,6763615,"113",0.469646210537083,220
315005,6763615,"114",0.469755660185427,219
315015,6763615,"115",0.481696843988614,218
315025,6763615,"116",0.461169729383258,218
315035,6763615,"117",0.466979019835596,218
315045,6763615,"118",0.490934052193146,218
315055,6763615,"119",0.500087233796926,218
315065,6763615,"120",0.50965377997561,218
315075,6763615,"121",0.488781264105073,218
315085,6763615,"122",0.480101965377945,220
315095,6763615,"123",0.479508989737499,220
315105,6763615,"124",0.501588110285179,221
315115,6763615,"125",0.497248663246115,222
315125,6763615,"126",0.468741693763483,223
315135,6763615,"127",0.445225639558824,223
315145,6763615,"128",0.434845912632068,225
315155,6763615,"129",0.468012693898424,223
315165,6763615,"130",0.496631737607534,220
315175,6763615,"131",0.499648925810418,219
315185,6763615,"132",0.487654439200716,219
315195,6763615,"133",0.481098364878171,220
315205,6763615,"134",0.446977742209625,222
315215,6763615,"135",0.413059842242585,222
315225,6763615,"136",0.419489362574104,220
315235,6763615,"137",0.444484842052728,220
315245,6763615,"138",0.459294764301545,220
315255,6763615,"139",0.464481660335654,220
315265,6763615,"140",0.459089990573237,220
315275,6763615,"141",0.431307574190762,221
315285,6763615,"142",0.396584613802694,222
315295,6763615,"143",0.39515735492627,222
315305,6763615,"144",0.39717671103019,222
314835,6763605,"145",0.515974512422579,221
314845,6763605,"146",0.50399498399185,220
314855,6763605,"147",0.503979689676205,219
314865,6763605,"148",0.498062226384395,219
314875,6763605,"149",0.500194919585323,220
314885,6763605,"150",0.4864532444062,222
314895,6763605,"151",0.485659825452313,222
314905,6763605,"152",0.496887183962506,220
314915,6763605,"153",0.491295093626188,219
314925,6763605,"154",0.465636294816951,219
314935,6763605,"155",0.45435696605923,221
314945,6763605,"156",0.447670087638585,222
314955,6763605,"157",0.437251541435125,221
314965,6763605,"158",0.440023967643791,221
314975,6763605,"159",0.447952965538522,220
314985,6763605,"160",0.453705599297186,220
314995,6763605,"161",0.464826888660732,220
315005,6763605,"162",0.469233531735994,219
315015,6763605,"163",0.472758128956799,219
315025,6763605,"164",0.465856404502994,219
315035,6763605,"165",0.463710686910526,219
315045,6763605,"166",0.482297176478389,218
315055,6763605,"167",0.495414460699334,219
315065,6763605,"168",0.504445100576318,219
315075,6763605,"169",0.489855089487205,219
315085,6763605,"170",0.480114292793093,220
315095,6763605,"171",0.477837347795666,220
315105,6763605,"172",0.507865186930153,219
315115,6763605,"173",0.501181545496784,220
315125,6763605,"174",0.472335995734819,220
315135,6763605,"175",0.456504795238096,221
315145,6763605,"176",0.457945259534813,223
315155,6763605,"177",0.490168912076857,222
315165,6763605,"178",0.501807482164909,220
315175,6763605,"179",0.493343273252272,219
315185,6763605,"180",0.497366181841695,220
315195,6763605,"181",0.500707664184802,221
315205,6763605,"182",0.459550558618885,222
315215,6763605,"183",0.418390775635614,222
315225,6763605,"184",0.424679851884252,221
315235,6763605,"185",0.441202881954679,220
315245,6763605,"186",0.464206342997024,221
315255,6763605,"187",0.463404373364179,221
315265,6763605,"188",0.453725428055515,220
315275,6763605,"189",0.440414047876993,222
315285,6763605,"190",0.416904615108737,222
315295,6763605,"191",0.410739463684248,222
315305,6763605,"192",0.408393026990052,222
314835,6763595,"193",0.548093557715696,222
314845,6763595,"194",0.526157960211028,220
314855,6763595,"195",0.499180669191688,218
314865,6763595,"196",0.48191233317176,219
314875,6763595,"197",0.479356208144617,220
314885,6763595,"198",0.460615690361478,222
314895,6763595,"199",0.447141035387787,221
314905,6763595,"200",0.451726630978675,220
314915,6763595,"201",0.466909155963469,220
314925,6763595,"202",0.464667370371178,220
314935,6763595,"203",0.461142404314606,222
314945,6763595,"204",0.447595952716684,222
314955,6763595,"205",0.430235156077181,221
314965,6763595,"206",0.437623960346426,220
314975,6763595,"207",0.439387896367778,220
314985,6763595,"208",0.439945419935333,220
314995,6763595,"209",0.450624518162926,221
315005,6763595,"210",0.46305397510914,220
315015,6763595,"211",0.463152605214507,220
315025,6763595,"212",0.459886645184631,220
315035,6763595,"213",0.463132775369097,219
315045,6763595,"214",0.475020655206728,218
315055,6763595,"215",0.487186840828563,218
315065,6763595,"216",0.49236469860831,219
315075,6763595,"217",0.482295486362513,219
315085,6763595,"218",0.473072970940824,219
315095,6763595,"219",0.492813368133346,219
315105,6763595,"220",0.51314173337478,218
315115,6763595,"221",0.490520780113743,219
315125,6763595,"222",0.466898322742321,218
315135,6763595,"223",0.466062917356625,219
315145,6763595,"224",0.482893276630504,221
315155,6763595,"225",0.50643982210765,221
315165,6763595,"226",0.507320170257516,220
315175,6763595,"227",0.497595747472736,220
315185,6763595,"228",0.500983079522042,220
