scale_param,shape_param,intercept,slope,slope_q025,slope_q975,range,dic,dic_eff_par,dic_d_p,waic,waic_eff_par
0.1,1,0.66074,-0.00992,-0.01428,-0.00556,NA,-492.99027295821793,80.22195802731869,0.9723023710470639,-512.3848544813525,46.08598602974658
0.1,10,0.66079,-0.00992,-0.01384,-0.006,NA,-492.34620352327477,79.5275802287,0.9807918180798776,-510.9045624921505,46.21606211594371
0.1,20,0.66085,-0.00993,-0.01349,-0.00636,NA,-488.92236167770136,78.8895082466779,0.9887246318750458,-506.2203909553571,46.75903197172724
0.1,50,0.66139,-0.00995,-0.0129,-0.007,NA,-445.1927518915313,68.34916528460712,1.141199013553518,-450.12371704322317,48.67013250285962
0.1,75,0.66424,-0.01002,-0.01303,-0.00701,NA,-355.87891321333774,36.38176761102744,2.1439310160498612,-342.2591777452708,40.06184000780483
0.1,100,0.66707,-0.01005,-0.0132,-0.0069,NA,-313.4687761535735,30.773564548806178,2.5346430010177654,-308.64591341179005,28.49975059472905
0.1,150,0.67143,-0.0101,-0.01351,-0.0067,NA,-286.5108716313228,20.47107510406778,3.8102542051883113,-284.2517247729717,19.134921369254734
0.1,400,0.68172,-0.01028,-0.01447,-0.0061,NA,-244.71735786339622,7.744092765442957,10.072193394695015,-244.04230074012733,7.699912189462272
0.1,500,0.6833,-0.0103,-0.01463,-0.00597,NA,-238.4865432529155,6.5653858477721485,11.88048986130312,-237.93557162704326,6.567891995153944
0.01,1,0.66091,-0.00993,-0.01336,-0.00649,NA,-484.3522486343155,79.04009669684706,0.986840897970605,-500.8644774922094,47.571586077069625
0.01,10,0.66117,-0.00994,-0.01304,-0.00684,NA,-465.39432509023334,76.68117819074189,1.0171987682032948,-475.74385065293916,50.91578262252416
0.01,20,0.66486,-0.01002,-0.01309,-0.00696,NA,-361.7381504734383,27.752446787437123,2.810562996388079,-336.0710489730851,44.369126423625424
0.01,50,0.68227,-0.01029,-0.01453,-0.00605,NA,-242.65563488234955,7.2149703788303725,10.810855194757526,-241.80168501740687,7.433553898105637
0.01,75,0.68514,-0.01032,-0.01483,-0.00581,NA,-231.11707125193755,5.38673047141674,14.480026504739072,-230.72473697836773,5.391265579094083
0.01,100,0.68635,-0.01032,-0.01495,-0.00569,NA,-226.25241776357106,4.647053241077543,16.784830289982565,-225.9586543021973,4.63457434437885
0.01,150,0.68745,-0.01032,-0.01507,-0.00557,NA,-221.77895986839147,3.9809788521943688,19.59317115111158,-221.53426049085814,3.982973928268774
0.01,400,0.68873,-0.01031,-0.01521,-0.00542,NA,-216.52726989156076,3.2474035109942463,24.01918940345021,-216.32581138206135,3.2680443970616593
0.01,500,0.68888,-0.01031,-0.01522,-0.0054,NA,-215.91157338575636,3.170754007811297,24.59982698369014,-215.71906344641548,3.1889913901848788
0.001,1,0.66096,-0.00993,-0.01326,-0.00661,NA,-479.8426677193894,79.01207877070453,0.9871908347881643,-495.37289098936395,48.4007977151343
0.001,10,0.66142,-0.00995,-0.01295,-0.00694,NA,-448.717430578178,75.01644858177963,1.0397719630111233,-455.94067819779184,52.29875887310193
0.001,20,0.68777,-0.01032,-0.01511,-0.00553,NA,-220.521765466772,3.74099948527342,20.850042965001684,-220.2225334432084,3.817454346285045
0.001,50,0.68886,-0.01031,-0.01522,-0.00541,NA,-215.96078326635893,3.1901650103100394,24.45014591656483,-215.77875504844002,3.1967192536212576
0.001,75,0.68907,-0.01031,-0.01524,-0.00538,NA,-215.10939813891312,3.081382800357403,25.31331063149731,-214.9412126417833,3.0843990667773347
0.001,100,0.68917,-0.01031,-0.01525,-0.00537,NA,-214.6933351747698,3.0275095764056346,25.76375004983612,-214.53118948904492,3.0283730558953277
0.001,150,0.68927,-0.01031,-0.01526,-0.00536,NA,-214.28992312576636,2.9684818387646317,26.276057674134403,-214.1247854982301,2.9764728185334732
0.001,400,0.68939,-0.01031,-0.01528,-0.00534,NA,-213.77668196797,2.908896928186948,26.814288001815072,-213.61615224541058,2.9160053523586584
0.001,500,0.6894,-0.01031,-0.01528,-0.00534,NA,-213.71631994592119,2.901456352346429,26.883051312118077,-213.55539149486935,2.9098842007565997
1e-4,1,0.66097,-0.00993,-0.01325,-0.00662,NA,-479.2473561003428,79.02140740341497,0.9870742949666722,-494.6573333459571,48.51318083928845
1e-4,10,0.68913,-0.01031,-0.01525,-0.00537,NA,-214.85505648592974,3.0262878288455966,25.77415117508957,-214.668903763623,3.049893379468322
1e-4,20,0.68931,-0.01031,-0.01527,-0.00535,NA,-214.10676656197754,2.950458089913667,26.436572770393884,-213.94646723234354,2.9552499000190213
1e-4,50,0.6894,-0.01031,-0.01528,-0.00534,NA,-213.71992248406423,2.902443790171759,26.8739054530955,-213.564681342098,2.905659048043502
1e-4,75,0.68942,-0.01031,-0.01528,-0.00534,NA,-213.63958061942466,2.890159381125983,26.988131003907412,-213.48543738907694,2.8928426893022148
1e-4,100,0.68943,-0.01031,-0.01528,-0.00534,NA,-213.59928055550773,2.885005364590995,27.03634487385364,-213.4438550225716,2.8900102555705227
1e-4,150,0.68944,-0.01031,-0.01528,-0.00533,NA,-213.55819938837018,2.880215963297019,27.08130258076635,-213.40421609652614,2.883885034459777
1e-4,400,0.68945,-0.01031,-0.01528,-0.00533,NA,-213.50384141763755,2.8759460253394593,27.121510387453586,-213.34717829663776,2.881750790465783
1e-4,500,0.68945,-0.01031,-0.01528,-0.00533,NA,-213.49797612633296,2.875114051014549,27.129358563176282,-213.34093106590612,2.8814881326727955
