scale_param,shape_param,intercept,slope,slope_q025,slope_q975,range,dic,dic_eff_par,dic_d_p,waic,waic_eff_par
0.1,1,217.14691,1.38469,1.13756,1.63182,NA,-421.90034722784685,103.90295719235644,0.7507004815618282,-438.34468297081173,66.67815062666902
0.1,10,217.11669,1.39946,1.15235,1.64656,NA,395.7279927818971,2.9397578611332165,26.53279749031187,395.53217943762144,2.617758268214482
0.1,20,217.1167,1.39946,1.15238,1.64654,NA,395.7428107181456,2.904577832492123,26.854160741520268,395.54316154957473,2.5813021874580286
0.1,50,217.1167,1.39946,1.15244,1.64648,NA,395.75001434159094,2.88384593004281,27.047214689046204,395.5498926961037,2.5615911770350754
0.1,75,217.1167,1.39946,1.15227,1.64665,NA,395.75135465339673,2.8793137863336824,27.089787980114444,395.5476002878702,2.5536012716583327
0.1,100,217.1167,1.39946,1.15238,1.64654,NA,395.7514783430584,2.8768175092238266,27.113294378218875,395.5495333442533,2.553184096234456
0.1,150,217.1167,1.39946,1.15233,1.64659,NA,395.75244984942947,2.874729215639263,27.132990326761917,395.5495437203446,2.550232600566889
0.1,400,217.1167,1.39946,1.15242,1.6465,NA,395.75726745541766,2.8739313457400613,27.140523073251895,395.5561306350105,2.55094196748116
0.1,500,115658749885290860,0,-62.00867,62.00867,NA,-18273962654837813e5,-18273962670534508e5,-4.2683681370198687e-20,5622.809928702276,0
0.01,1,217.14691,1.38469,1.1376,1.63178,NA,-421.63621287647084,103.48878542119155,0.7537048549033201,-437.7741205260187,66.60017535719872
0.01,10,217.1167,1.39946,1.15235,1.64657,NA,395.7537258146673,2.8784843496410417,27.09759391595334,395.5510436638145,2.553965524296401
0.01,20,217.1167,1.39946,1.15234,1.64658,NA,395.7549081774097,2.8748238899429452,27.132096777430082,395.5517629361846,2.5500915751383095
0.01,50,217.1167,1.39946,1.15239,1.64653,NA,395.7551266049647,2.8724997620064983,27.15404924716702,395.55270337436446,2.5486915303111317
0.01,75,217.1167,1.39946,1.15233,1.64659,NA,395.7540452544125,2.8714432983088045,27.16403978652119,395.5507179471263,2.546768996564502
0.01,100,217.1167,1.39946,1.15227,1.64665,NA,395.7546201972074,2.8714594575221213,27.163886920175713,395.5500275423092,2.545457078690471
0.01,150,217.1167,1.39946,1.15234,1.64658,NA,395.75432737517644,2.871069283040754,27.167578456131885,395.55100281698736,2.5464283114536945
0.01,400,217.1167,1.39946,1.1523,1.64662,NA,395.75435026120425,2.870756297105629,27.170540417743442,395.5503528840895,2.545409738324569
0.01,500,217.1167,1.39946,1.15233,1.64659,NA,395.7543518786909,2.8707233592076022,27.170852165124725,395.55099663253554,2.5460658728599457
0.001,1,217.14691,1.38469,1.1376,1.63178,NA,-421.18334266013005,103.80970133848484,0.751374861831757,-437.6590855919894,66.64900321060547
0.001,10,217.1167,1.39946,1.15237,1.64655,NA,395.75614046946913,2.8722865723995596,27.15606470103622,395.55327531717126,2.5480455234831902
0.001,20,217.1167,1.39946,1.15236,1.64656,NA,395.7559869568571,2.871784594216763,27.16081148881341,395.55297021918193,2.5474140495544884
0.001,50,217.1167,1.39946,1.15238,1.64654,NA,395.7556214463034,2.871356306100097,27.164862763388754,395.55301953836874,2.547447124481576
0.001,75,217.1167,1.39946,1.15237,1.64655,NA,395.75420156566497,2.8705959733014197,27.172057902071685,395.5513932145499,2.546532383773396
0.001,100,217.1167,1.39946,1.15234,1.64659,NA,395.7544440812803,2.8706934247334175,27.171135492200232,395.5510592631067,2.5460180410753406
0.001,150,217.1167,1.39946,1.15234,1.64658,NA,395.7544403382942,2.8706658533237146,27.171396458312984,395.5510836091406,2.5460186336901307
0.001,400,217.1167,1.39946,1.15235,1.64657,NA,395.75437878253524,2.8706029383636746,27.17199197338738,395.5512228051746,2.546167243162035
0.001,500,217.1167,1.39946,1.15233,1.64659,NA,395.75740037130174,2.872108508834117,27.15774830932929,395.55467659040687,2.5475597230606724
1e-4,1,217.14691,1.38469,1.13773,1.63165,NA,-421.3650567542903,103.73448073083364,0.7519197035592388,-437.7460312669566,66.64050779541424
1e-4,10,217.1167,1.39946,1.15229,1.64663,NA,395.7568474241987,2.8718927154620246,27.159788936423244,395.5523485166275,2.5459619878013777
1e-4,20,217.1167,1.39946,1.15233,1.64659,NA,395.7562535635492,2.8715609417382097,27.162926917645404,395.5526768449231,2.546617805273132
1e-4,50,217.1167,1.39946,1.15233,1.64659,NA,395.7560660988496,2.8714422176095127,27.16405001001041,395.5523825888157,2.5463939037665275
1e-4,75,217.1167,1.39946,1.15239,1.64653,NA,395.7541180339328,2.8704575020699963,27.1733686855671,395.5517072157127,2.546821537623922
1e-4,100,217.1167,1.39946,1.15234,1.64658,NA,395.7543241104818,2.870564316307764,27.172357559410745,395.55098015387625,2.5459330548998587
1e-4,150,217.1167,1.39946,1.15234,1.64658,NA,395.75437998366016,2.870589689078372,27.172117386460265,395.55105339179676,2.5459754919037634
1e-4,400,217.1167,1.39946,1.15234,1.64658,NA,395.75443396450453,2.870613456610158,27.171892412191372,395.5510742287817,2.5459619847136956
1e-4,500,-672489973085044900,-0,-62.00867,62.00867,NA,-29926455657633003e7,-29926455683338782e7,-2.6063895045020524e-22,579355938385558e15,289677969192779e15
