 0.158337502 0.2018520077 1.608343094 -947.6171873 0.167587859
 0.2691671125 0.2341869678 1.655396084 -949.4429508 0.05639241196
 0.04241145486 0.1680301428 1.5591264 -949.4179374 0.05782076736
 0.3166314787 -0.0467686024 1.406346953 -949.4878682 0.05391545503
 0.002982301979 0.4458568994 1.806589114 -949.4869362 0.05396572974
 0.0649159506 -0.3376042037 2.19910618 -949.1348701 0.07673940313
 0.2164083988 0.5371783374 1.241124378 -949.5635142 0.04998741136
 0.0352404488 0.5168019815 1.482371391 -949.3046533 0.06475637478
 -0.05222375695 0.01174604594 2.035462442 -950.0696877 0.03013229965
 0.2163258854 0.2323845155 1.251291472 -949.2940946 0.06544373578
 0.1288616796 -0.2726714201 1.804382523 -949.3837643 0.05983083268
 0.1661578888 0.5549976422 1.537952719 -949.2128747 0.07098089294
 0.07869368305 0.04994170662 2.09104377 -949.6560234 0.04557056359
 0.3472433254 0.2705801762 1.306872799 -948.9628747 0.09114127235
 0.2597791196 -0.2344757594 1.859963851 -949.4546773 0.05573499059
