system:index,AOT_RETRIEVAL_ACCURACY,AOT_RETRIEVAL_METHOD,BOA_ADD_OFFSET_B1,BOA_ADD_OFFSET_B10,BOA_ADD_OFFSET_B11,BOA_ADD_OFFSET_B12,BOA_ADD_OFFSET_B2,BOA_ADD_OFFSET_B3,BOA_ADD_OFFSET_B4,BOA_ADD_OFFSET_B5,BOA_ADD_OFFSET_B6,BOA_ADD_OFFSET_B7,BOA_ADD_OFFSET_B8,BOA_ADD_OFFSET_B8A,BOA_ADD_OFFSET_B9,CLOUDY_PIXEL_OVER_LAND_PERCENTAGE,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,DARK_FEATURES_PERCENTAGE,DATASTRIP_ID,DATATAKE_IDENTIFIER,DATATAKE_TYPE,DATE,DEGRADED_MSI_DATA_PERCENTAGE,FORMAT_CORRECTNESS,GENERAL_QUALITY,GENERATION_TIME,GEOMETRIC_QUALITY,GRANULE_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,HIGH_PROBA_CLOUDS_PERCENTAGE,L2A_QUALITY,MEAN_INCIDENCE_AZIMUTH_ANGLE_B1,MEAN_INCIDENCE_AZIMUTH_ANGLE_B10,MEAN_INCIDENCE_AZIMUTH_ANGLE_B11,MEAN_INCIDENCE_AZIMUTH_ANGLE_B12,MEAN_INCIDENCE_AZIMUTH_ANGLE_B2,MEAN_INCIDENCE_AZIMUTH_ANGLE_B3,MEAN_INCIDENCE_AZIMUTH_ANGLE_B4,MEAN_INCIDENCE_AZIMUTH_ANGLE_B5,MEAN_INCIDENCE_AZIMUTH_ANGLE_B6,MEAN_INCIDENCE_AZIMUTH_ANGLE_B7,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8A,MEAN_INCIDENCE_AZIMUTH_ANGLE_B9,MEAN_INCIDENCE_ZENITH_ANGLE_B1,MEAN_INCIDENCE_ZENITH_ANGLE_B10,MEAN_INCIDENCE_ZENITH_ANGLE_B11,MEAN_INCIDENCE_ZENITH_ANGLE_B12,MEAN_INCIDENCE_ZENITH_ANGLE_B2,MEAN_INCIDENCE_ZENITH_ANGLE_B3,MEAN_INCIDENCE_ZENITH_ANGLE_B4,MEAN_INCIDENCE_ZENITH_ANGLE_B5,MEAN_INCIDENCE_ZENITH_ANGLE_B6,MEAN_INCIDENCE_ZENITH_ANGLE_B7,MEAN_INCIDENCE_ZENITH_ANGLE_B8,MEAN_INCIDENCE_ZENITH_ANGLE_B8A,MEAN_INCIDENCE_ZENITH_ANGLE_B9,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,MGRS_TILE,NODATA_PIXEL_PERCENTAGE,NOT_VEGETATED_PERCENTAGE,OZONE_SOURCE,OZONE_VALUE,PROCESSING_BASELINE,PRODUCT_ID,RADIATIVE_TRANSFER_ACCURACY,RADIOMETRIC_QUALITY,REFLECTANCE_CONVERSION_CORRECTION,SATURATED_DEFECTIVE_PIXEL_PERCENTAGE,SENSING_ORBIT_DIRECTION,SENSING_ORBIT_NUMBER,SENSOR_QUALITY,SNOW_ICE_PERCENTAGE,SOLAR_IRRADIANCE_B1,SOLAR_IRRADIANCE_B10,SOLAR_IRRADIANCE_B11,SOLAR_IRRADIANCE_B12,SOLAR_IRRADIANCE_B2,SOLAR_IRRADIANCE_B3,SOLAR_IRRADIANCE_B4,SOLAR_IRRADIANCE_B5,SOLAR_IRRADIANCE_B6,SOLAR_IRRADIANCE_B7,SOLAR_IRRADIANCE_B8,SOLAR_IRRADIANCE_B8A,SOLAR_IRRADIANCE_B9,SPACECRAFT_NAME,THIN_CIRRUS_PERCENTAGE,UNCLASSIFIED_PERCENTAGE,VEGETATION_PERCENTAGE,WATER_PERCENTAGE,WATER_VAPOUR_RETRIEVAL_ACCURACY,.geo
20230720T151809_20230720T151808_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,95.191747,98.73426,98.73426,0.558033,4.5E-5,S2B_OPER_MSI_L2A_DS_2BPS_20230720T192923_S20230720T151808_N05.09,GS2B_20230720T151809_033270_N05.09,INS-NOBS,2023-07-20T15:23:44.037,0.0197,PASSED,PASSED,1.689881363E12,PASSED,L2A_T21WXS_A033270_20230720T151808,0.078143,1.750007,60.156804,PASSED,114.63609306638,114.476680186704,114.570141120013,114.651748909651,114.187104947324,114.310197168584,114.40154010095,114.46485956112,114.498572291629,114.541667016343,114.251222368514,114.569213762104,114.65685860744,7.60473139438424,7.43902703430015,7.50400432661259,7.58063605618789,7.38265271314617,7.41266637822787,7.45089015596588,7.4802612893618,7.50810656363454,7.53882584683868,7.3961267587912,7.57223271077904,7.64468646181634,175.219152146342,48.3079532725063,31.8367,21WXS,3.697934,0.044767,AUX_ECMWFT,295.986537,05.09,S2B_MSIL2A_20230720T151809_N0509_R068_T21WXS_20230720T192923,0.0,PASSED,0.967980168574921,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,6.740753,0.103933,0.017113,0.541847,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230720T151809_20230720T151808_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.999654,99.999791,99.999791,6.2E-5,1.44E-4,S2B_OPER_MSI_L2A_DS_2BPS_20230720T192923_S20230720T151808_N05.09,GS2B_20230720T151809_033270_N05.09,INS-NOBS,2023-07-20T15:23:29.757,0.0074,PASSED,PASSED,1.689881363E12,PASSED,L2A_T21WXT_A033270_20230720T151808,0.155921,0.0,0.032427,PASSED,115.834222769044,114.991883199273,115.35692852539,115.696707676478,114.370577814591,114.701895342774,114.976879157867,115.141422894818,115.291970615879,115.451558788517,114.536951317243,115.600066412241,115.988142509098,9.02254194878632,8.88956874850877,8.93586679553274,8.99780741288778,8.84703314471056,8.86956169512096,8.90124675213028,8.9203228944526,8.94165148626902,8.96531544077977,8.85711983573658,8.99113594702037,9.05371810798846,175.411729178485,49.1962781822236,99.714077,21WXT,30.904901,0.0,AUX_ECMWFT,288.866948,05.09,S2B_MSIL2A_20230720T151809_N0509_R068_T21WXT_20230720T192923,0.0,PASSED,0.967980168574921,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.253288,0.0,0.0,5.0E-6,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230720T151809_20230720T151808_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,96.050888,98.372054,98.372054,0.7557079999999999,1.13E-4,S2B_OPER_MSI_L2A_DS_2BPS_20230720T192923_S20230720T151808_N05.09,GS2B_20230720T151809_033270_N05.09,INS-NOBS,2023-07-20T15:23:40.909,0.023,PASSED,PASSED,1.689881363E12,PASSED,L2A_T22WDB_A033270_20230720T151808,0.062527,1.545009,42.267373,PASSED,114.807688257843,115.870606096843,115.266637581366,114.924310149848,117.165619470932,116.150802727948,115.554510597815,115.331630350474,115.131755102677,114.958702339866,116.591958032309,114.823005018426,114.656766671364,5.23079162307656,4.93484000160723,5.05493067828853,5.18672198131567,4.82142468651443,4.89275860748361,4.96654684035737,5.01262938335201,5.06253580313953,5.11786840741576,4.85907642623495,5.17475396588253,5.30598528641525,176.488158916114,48.3214776893543,46.82931,22WDB,0.0,0.025491,AUX_ECMWFT,294.000108,05.09,S2B_MSIL2A_20230720T151809_N0509_R068_T22WDB_20230720T192923,0.0,PASSED,0.967980168574921,0.0,ASCENDING,68.0,PASSED,5.6E-5,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,9.275374,0.118162,0.040783,0.687629,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230720T151809_20230720T151808_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.999613,99.999779,99.999779,1.18E-4,9.0E-5,S2B_OPER_MSI_L2A_DS_2BPS_20230720T192923_S20230720T151808_N05.09,GS2B_20230720T151809_033270_N05.09,INS-NOBS,2023-07-20T15:23:27.459,0.0185,PASSED,PASSED,1.689881363E12,PASSED,L2A_T22WDC_A033270_20230720T151808,0.180179,0.21,0.666275,PASSED,115.372301836153,115.127336088079,115.210829329429,115.29089335751,114.829267046761,114.957412169726,115.043967866573,115.103271438063,115.125771394169,115.174769791664,114.895142812598,115.235474064671,115.41115551804,7.94113473198055,7.77089567742111,7.83154058601203,7.90736562290206,7.72330704449939,7.75104866113815,7.79071213101985,7.81395524734369,7.83957062615206,7.86826026776333,7.73574598930541,7.89941141247201,7.97858118603302,176.406111199497,49.2182734484485,99.265283,22WDC,7.566554,0.0,AUX_ECMWFT,288.826197,05.09,S2B_MSIL2A_20230720T151809_N0509_R068_T22WDC_20230720T192923,0.0,PASSED,0.967980168574921,0.0,ASCENDING,68.0,PASSED,1.8E-5,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.068221,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230721T153821_20230721T154112_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.943119,99.969709,99.969709,0.007593,0.0,S2A_OPER_MSI_L2A_DS_2APS_20230721T231655_S20230721T154112_N05.09,GS2A_20230721T153821_042193_N05.09,INS-NOBS,2023-07-21T15:43:37.410,0.0236,PASSED,FAILED,1.689981415E12,PASSED,L2A_T21WXS_A042193_20230721T154112,0.153392,1.377,98.8267,PASSED,298.853047491606,298.53600497053,298.708903894033,298.862465295911,298.366903788047,298.49098535334,298.591937258416,298.641821788864,298.736395620736,298.779872455298,298.428164638073,298.824352112954,298.936020077198,7.13552896296216,6.95517276946063,7.02162372972866,7.10653061023291,6.88043949685978,6.91437510966885,6.96326726986356,6.99116844885624,7.0240900739418,7.0579818454181,6.89570429454633,7.09631394254886,7.18100214738717,181.442975003262,48.4499156293314,0.970076,21WXS,1.64605,5.23E-4,AUX_ECMWFT,299.267884,05.09,S2A_MSIL2A_20230721T153821_N0509_R011_T21WXS_20230721T231655,0.0,PASSED,0.968093951115573,0.0,DESCENDING,11.0,PASSED,0.0,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,0.172929,0.0,0.0,0.02217,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230721T153821_20230721T154112_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,98.985553,99.093753,99.09375300000002,0.654971,0.029207000000000004,S2A_OPER_MSI_L2A_DS_2APS_20230721T231655_S20230721T154112_N05.09,GS2A_20230721T153821_042193_N05.09,INS-NOBS,2023-07-21T15:43:24.027,0.0138,PASSED,FAILED,1.689981415E12,PASSED,L2A_T21WXT_A042193_20230721T154112,0.176165,1.23,94.621533,PASSED,270.506508384774,271.534777731628,270.627150550626,270.203984006756,273.885486997693,272.343663024047,271.454436462651,271.15982932497,270.896292018239,270.671148282756,273.020445740099,270.51009829349,270.394627224882,4.47053247500448,4.12465006204728,4.2586485316578,4.4181417694253,3.96535349291922,4.04696902293735,4.13985059395364,4.20327414330152,4.26375861261321,4.32827412851389,4.0034004862673,4.39591404444242,4.54683182437631,181.553354875042,49.3448719544303,4.369614,21WXT,0.0,0.0038650000000000004,AUX_ECMWFT,299.080108,05.09,S2A_MSIL2A_20230721T153821_N0509_R011_T21WXT_20230721T231655,0.0,PASSED,0.968093951115573,0.0,DESCENDING,11.0,PASSED,4.0E-5,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,0.10261100000000001,3.3E-5,0.0,0.218128,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230721T153821_20230721T154112_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.936092,99.926072,99.926072,0.00971,0.0,S2A_OPER_MSI_L2A_DS_2APS_20230721T231655_S20230721T154112_N05.09,GS2A_20230721T153821_042193_N05.09,INS-NOBS,2023-07-21T15:43:33.701,0.0264,PASSED,FAILED,1.689981415E12,PASSED,L2A_T22WDB_A042193_20230721T154112,0.167362,1.533998,93.780529,PASSED,300.274196674945,299.727722034407,299.976275683037,300.164415193447,299.539222044034,299.719894487391,299.891440855326,299.978377685593,300.102676237611,300.195800902545,299.629091673966,300.24734243195,300.37495840505,8.81143442008161,8.67630960132008,8.7395473824334,8.80919320995844,8.6383812982617,8.66317141360203,8.69454590313818,8.71496703126277,8.7359730528515,8.76118546353396,8.64955002524529,8.78394685158027,8.84443920616611,182.704763282939,48.5029902072928,5.294786,22WDB,22.678819,9.05E-4,AUX_ECMWFT,298.724651,05.09,S2A_MSIL2A_20230721T153821_N0509_R011_T22WDB_20230721T231655,0.0,PASSED,0.968093951115573,0.0,DESCENDING,11.0,PASSED,0.0,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,0.850765,0.0,9.0E-6,0.063301,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230721T153821_20230721T154112_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.656069,99.5502,99.5502,0.195046,0.011722,S2A_OPER_MSI_L2A_DS_2APS_20230721T231655_S20230721T154112_N05.09,GS2A_20230721T153821_042193_N05.09,INS-NOBS,2023-07-21T15:43:21.136,0.0237,PASSED,FAILED,1.689981415E12,PASSED,L2A_T22WDC_A042193_20230721T154112,0.253551,1.149,89.361399,PASSED,296.378337287594,296.185400137866,296.175837868022,296.241956105092,296.51647074127,296.354200537951,296.323003368255,296.31899170016,296.374561093013,296.400886585473,296.414067031182,296.456138840869,296.429867190768,6.11743847728911,5.88207100279276,5.96712204035946,6.07408595349573,5.81515278701913,5.85495958264214,5.91201218355488,5.94829387216188,5.99147590273772,6.03465132525513,5.82943550944225,6.07758777798261,6.17121098473336,182.541350925769,49.3966172120486,8.661839,22WDC,0.0,0.002737,AUX_ECMWFT,299.004775,05.09,S2A_MSIL2A_20230721T153821_N0509_R011_T22WDC_20230721T231655,0.0,PASSED,0.968093951115573,0.0,DESCENDING,11.0,PASSED,7.0E-6,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,1.526962,1.3E-5,0.0,0.240275,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230723T152809_20230723T153007_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,98.761022,99.515927,99.515927,0.177425,3.19E-4,S2B_OPER_MSI_L2A_DS_2BPS_20230723T174743_S20230723T153007_N05.09,GS2B_20230723T152809_033313_N05.09,INS-NOBS,2023-07-23T15:33:42.172,0.0062,PASSED,PASSED,1.690134463E12,PASSED,L2A_T21WXS_A033313_20230723T153007,0.06563,0.92,32.318717,PASSED,183.062122115193,184.459977250423,183.118458880358,182.994862352896,187.732564143482,185.337914562928,184.25847634996,183.603616151931,183.206725983636,182.772257138731,186.190171700876,182.668983230718,183.177591473164,3.03752679937815,2.57836097978339,2.76131816172374,2.96731318542862,2.37613111626654,2.49133473982724,2.613947790752,2.69043146056434,2.77098914060458,2.85635040295566,2.42905776819272,2.94437744045085,3.13747472329896,178.315085385878,48.8503529605722,42.48037,21WXS,0.0,4.9999999999999996E-5,AUX_ECMWFT,329.960623,05.09,S2B_MSIL2A_20230723T152809_N0509_R111_T21WXS_20230723T174743,0.0,PASSED,0.968345207949835,0.0,DESCENDING,111.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,24.716838999999997,0.0,0.0,0.30628,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230723T152809_20230723T153007_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,97.27053,92.070341,92.070341,1.561017,0.005999,S2B_OPER_MSI_L2A_DS_2BPS_20230723T174743_S20230723T153007_N05.09,GS2B_20230723T152809_033313_N05.09,INS-NOBS,2023-07-23T15:33:28.294,0.0211,PASSED,PASSED,1.690134463E12,PASSED,L2A_T21WXT_A033313_20230723T153007,0.056377,1.277996,58.405471,PASSED,124.210587693937,126.799702683301,125.59174797262,124.423803692737,130.0860945181,127.731339868047,126.27786226207,125.692909587408,125.18262098329,124.776856706665,129.034600060119,124.417572530007,123.914413251706,4.0857084070046,3.69498051919276,3.84717398605355,4.02186447340823,3.54727408860809,3.63834220623809,3.74518902140472,3.7965518291709,3.86326454605477,3.93023841165482,3.58715452699459,4.01134316307589,4.1575588691836,178.465779103223,49.743255762185,18.379021,21WXT,0.0,0.161984,AUX_ECMWFT,327.395109,05.09,S2B_MSIL2A_20230723T152809_N0509_R111_T21WXT_20230723T174743,0.0,PASSED,0.968345207949835,0.0,DESCENDING,111.0,PASSED,0.012687,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,15.285845,0.047196,0.053673,6.087103,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230723T152809_20230723T153007_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,98.26051,98.310238,98.310238,0.364979,5.47E-4,S2B_OPER_MSI_L2A_DS_2BPS_20230723T174743_S20230723T153007_N05.09,GS2B_20230723T152809_033313_N05.09,INS-NOBS,2023-07-23T15:33:38.865,0.0023,PASSED,PASSED,1.690134463E12,PASSED,L2A_T22WDB_A033313_20230723T153007,0.059389,1.018002,34.684521,PASSED,244.934833252424,246.800307235561,245.720304998089,245.227182726778,250.127778120566,247.921459049663,246.66352619045,246.166870654658,245.897895884949,245.588143126075,248.885308745815,245.352334127496,244.902645219179,3.73735093065462,3.33025716281593,3.50540187892485,3.68535337119004,3.15930503861989,3.25757780517503,3.36782297666965,3.4345571118071,3.51336956932642,3.58817265459423,3.20529071806236,3.66637296168086,3.83200302331969,179.575621934322,48.8836009822641,23.449467,22WDB,0.0,0.053819,AUX_ECMWFT,329.912849,05.09,S2B_MSIL2A_20230723T152809_N0509_R111_T22WDB_20230723T174743,0.0,PASSED,0.968345207949835,0.0,DESCENDING,111.0,PASSED,5.3E-5,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,40.176246,8.290000000000001E-4,0.0,1.269538,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230723T152809_20230723T153007_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,94.4152,87.799668,87.799668,3.1763359999999996,0.006254,S2B_OPER_MSI_L2A_DS_2BPS_20230723T174743_S20230723T153007_N05.09,GS2B_20230723T152809_033313_N05.09,INS-NOBS,2023-07-23T15:33:25.636,0.0113,PASSED,PASSED,1.690134463E12,PASSED,L2A_T22WDC_A033313_20230723T153007,0.056967,1.276997,58.780229000000006,PASSED,162.937600215014,165.293324629788,163.868330948885,162.895677188176,169.157599723995,166.429306457061,165.040117965759,164.21285664752,163.708585516101,163.308794191303,167.628535925104,162.981706574111,162.521854971483,3.14413378802707,2.68262252953549,2.86202747682044,3.07525477755992,2.48182829592807,2.59455201222056,2.72252621192937,2.79610768960563,2.87631851515162,2.96070252074885,2.53462004960911,3.04865205910015,3.23920110525217,179.453336307987,49.7801006557623,17.720528,22WDC,0.0,0.16636,AUX_ECMWFT,327.391265,05.09,S2B_MSIL2A_20230723T152809_N0509_R111_T22WDC_20230723T174743,0.0,PASSED,0.968345207949835,0.0,DESCENDING,111.0,PASSED,0.00353,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,11.298914,0.04283,0.060023,8.744995,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230724T154821_20230724T154816_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,66.891384,57.455075,57.45507500000001,4.718836,0.005469,S2A_OPER_MSI_L2A_DS_2APS_20230724T224659_S20230724T154816_N05.09,GS2A_20230724T154821_042236_N05.09,INS-NOBS,2023-07-24T15:53:33.835,0.0,PASSED,PASSED,1.690238819E12,PASSED,L2A_T21WXS_A042236_20230724T154816,0.087482,1.050916,14.202977999999998,PASSED,305.4606290848,303.162212921191,304.16126249059,305.136676122181,301.866479007655,302.68722022012,303.441692132327,303.845560226307,304.26457376426,304.668951177933,302.27672138194,305.083216042868,305.879853134287,10.7121078787035,10.5973639124864,10.6396895929759,10.6923768547175,10.5579131711323,10.5798329316439,10.6067493087485,10.6239733779006,10.6434046330118,10.6644661348549,10.5679110242769,10.6875934967559,10.7395824911972,184.506746510053,49.10571755241,11.202217,21WXS,78.643948,0.159351,AUX_ECMWFT,319.230656,05.09,S2A_MSIL2A_20230724T154821_N0509_R054_T21WXS_20230724T224659,0.0,PASSED,0.96848704716301,0.0,ASCENDING,54.0,PASSED,0.157906,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,32.049882,0.038358,0.002377,37.462628,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230724T154821_20230724T154816_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,91.685212,92.638445,92.638445,6.294315,0.072957,S2A_OPER_MSI_L2A_DS_2APS_20230724T224659_S20230724T154816_N05.09,GS2A_20230724T154821_042236_N05.09,INS-NOBS,2023-07-24T15:53:21.566,0.0248,PASSED,PASSED,1.690238819E12,PASSED,L2A_T21WXT_A042236_20230724T154816,0.080904,1.293979,71.2017,PASSED,302.270894833052,301.489010588231,301.833518883474,302.085486764897,301.135153367704,301.391257148024,301.62781132751,301.757441008335,301.901289110372,302.032969840677,301.265131552537,302.176428256253,302.414199763551,9.15402005810458,9.02406499668625,9.07156040251146,9.14893761999437,8.98618633479825,9.00603692494565,9.03398777838285,9.05341940568368,9.07524433755214,9.09925029597494,8.99494562807245,9.1255221302172,9.18548309583351,184.577557727595,50.0001669702897,19.113921,21WXT,33.558515,0.01569,AUX_ECMWFT,312.155579,05.09,S2A_MSIL2A_20230724T154821_N0509_R054_T21WXT_20230724T224659,0.0,PASSED,0.96848704716301,0.0,ASCENDING,54.0,PASSED,0.138034,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,2.322825,0.001578,1.55E-4,0.838824,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230724T154821_20230724T154816_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,47.865185,46.315181,46.315180999999995,0.225447,0.22865,S2A_OPER_MSI_L2A_DS_2APS_20230724T224659_S20230724T154816_N05.09,GS2A_20230724T154821_042236_N05.09,INS-NOBS,2023-07-24T15:53:28.111,0.0,PASSED,PASSED,1.690238819E12,PASSED,L2A_T22WDB_A042236_20230724T154816,0.073486,1.177797,9.652933,PASSED,310.109671178441,306.115029971568,307.848241143771,309.548842164236,303.799771475842,305.238470912374,306.559628896147,307.270112709712,307.995738562209,308.705569399325,304.51882521014,309.423180946957,310.8369459454,11.5098326130943,11.3961223955369,11.4385344761918,11.490466175824,11.3558577957364,11.3787307952038,11.4060344402478,11.4232261009548,11.4426294693326,11.463419716975,11.3664002130527,11.4862732051176,11.53671713881,185.757172688143,49.1779860489279,23.7753,22WDB,98.135388,2.036139,AUX_ECMWFT,319.299469,05.09,S2A_MSIL2A_20230724T154821_N0509_R054_T22WDB_20230724T224659,0.0,PASSED,0.96848704716301,0.0,ASCENDING,54.0,PASSED,28.759152,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,12.886947,8.001494,0.121353,14.312583,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230724T154821_20230724T154816_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,90.165603,91.110003,91.110003,0.5815,0.075318,S2A_OPER_MSI_L2A_DS_2APS_20230724T224659_S20230724T154816_N05.09,GS2A_20230724T154821_042236_N05.09,INS-NOBS,2023-07-24T15:53:18.600,0.0122,PASSED,PASSED,1.690238819E12,PASSED,L2A_T22WDC_A042236_20230724T154816,0.070509,1.198032,65.958714,PASSED,304.181525638979,302.803941857697,303.382978371516,303.970497959729,302.065565433098,302.524330698599,302.967955575048,303.193563079161,303.433576030969,303.682907746036,302.281541181186,303.922450822981,304.393072179399,10.0639884871565,9.93646971779535,9.98002555590681,10.0431952533863,9.87806411003307,9.90952123725523,9.9454833674081,9.96324292643659,9.98324488668063,10.0135077348971,9.88890949059914,10.037463445449,10.0934959016318,185.556703547703,50.0663153334152,21.647257,22WDC,59.0545,0.910476,AUX_ECMWFT,312.561837,05.09,S2A_MSIL2A_20230724T154821_N0509_R054_T22WDC_20230724T224659,0.0,PASSED,0.96848704716301,0.0,ASCENDING,54.0,PASSED,5.251959,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,3.504032,0.507479,0.063885,1.499382,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
