X,Y,2023-04-06,2023-05-01,2023-05-16,2023-05-22,2023-06-08,2023-06-26,2023-07-08,2023-07-26,2023-07-29,2023-08-07,2023-08-08,2023-09-14,2023-09-22,2023-09-23,2023-10-03,id,2023-10-18,2023-11-26,2023-11-28,2023-12-11
639495,7691745,-0.0434724983432737,-0.0646253496246136,-0.0514082581350834,-0.0386661088866312,-0.0304315433549201,-0.122159090909091,0.716756756756757,0.633885819521179,0.678595543551654,0.661392405063291,0.698482932996207,0.68559774082209,0.407827260458839,0.551388888888889,0.562475671467497,"22",0,0,0,0
639195,7691715,-0.0517254285500411,-0.0644610127368748,-0.070454718561962,-0.0696131036430387,-0.0256942325297528,-0.12413571313716,-0.0317559153175592,0.334944751381215,0.452140619561434,0.536850921273032,0.564559216384684,0.549604916593503,0.617291066282421,0.525917297612114,0.513548387096774,"23",0,0,0,0
639225,7691715,-0.0365370506236243,-0.0668163952835486,-0.0594860406091371,-0.052639644471688,-0.0302993867981243,-0.060929712135083,0.0175499565595135,0.46321413892314,0.52711666016387,0.514427040395713,0.525480367585631,0.512174989682212,0.568565400843882,0.463129973474801,0.462775461584276,"24",0,0,0,0
639255,7691715,-0.0441156870585099,-0.0518396031417941,-0.0330681640929652,-0.0294569110445143,-0.0255171194531204,0.160128388017118,0.180490220351572,0.542647058823529,0.597701149425287,0.563663440059568,0.574291115311909,0.561377245508982,0.576748410535876,0.477845351867941,0.448275862068966,"25",0,0,0,0
639285,7691715,-0.0435130272539482,-0.0514541387024609,-0.0495387239320878,-0.0450552564465854,-0.0263800116211506,0.0763670647391578,0.235915492957746,0.630258899676375,0.644576082932247,0.618208516886931,0.628582061778936,0.615186140803539,0.652851867049651,0.546315356113627,0.499584372402328,"26",0,0,0,0
639315,7691715,-0.0398167486357206,-0.0481445937300063,-0.0391431653567576,-0.0251851851851852,-0.0281681994331656,-0.0432549871617618,0.278156102671556,0.611170784103115,0.674611398963731,0.646099290780142,0.65480803099683,0.640936081033881,0.539288112827401,0.573846153846154,0.513812154696133,"27",0,0,0,0
639345,7691715,-0.0352809146384232,-0.0709416435688067,-0.0672184957899243,-0.0627701438616863,-0.0258850841555426,-0.138119994379654,0.591690544412607,0.664176169878097,0.674554058973426,0.659978880675818,0.671858022455632,0.657101865136298,0.529411764705882,0.655932203389831,0.580135440180587,"28",0,0,0,0
639375,7691715,-0.0316294626626918,-0.0412140024142093,-0.0327519532791413,-0.00309187279151942,-0.0256884980328628,-0.062421972534332,0.721424774056353,0.639564124056999,0.647700701480904,0.610111068556109,0.644922164566345,0.631289019463827,0.334271243669105,0.613799283154122,0.603092783505155,"29",0,0,0,0
639405,7691715,-0.0337268128161889,-0.0647939784278731,-0.0598375837013819,-0.0407449068866391,-0.024370430544273,-0.134884374780347,0.728867623604466,0.687409551374819,0.717319177173192,0.701542588866533,0.728117986534146,0.715286624203822,0.315162620247366,0.62022630834512,0.59917695473251,"30",0,0,0,0
639435,7691715,-0.0376064824433824,-0.0705630791161796,-0.0575865860362837,-0.0341286620356388,-0.0234725377133205,-0.123209943258579,0.01405593392262,0.675385647216633,0.730437559885021,0.752320185614849,0.756270286220124,0.743259085580305,0.316606421433128,0.610677083333333,0.629715165511932,"31",0,0,0,0
639465,7691715,-0.0361802665914381,-0.0709575688073394,-0.0585855767889524,-0.0303214437625326,-0.0240602388375787,-0.120398825377313,-0.122821576763485,0.615708274894811,0.693795863909273,0.724368725281412,0.725124378109453,0.711639394874961,0.215111796453354,0.537247474747475,0.592906086255542,"32",0,0,0,0
639495,7691715,-0.0358111000142674,-0.0707012349245324,-0.0553618742155906,-0.0303067334718319,-0.0255253472634453,-0.12105588781192,0.0163487738419619,0.615700934579439,0.680192572214581,0.701223438506117,0.718790218790219,0.705337168424417,0.274711168164313,0.43771357564461,0.546058091286307,"33",0,0,0,0
639195,7691685,-0.0471341763836426,-0.0700737618545838,-0.0414298808432631,-0.0411046372415995,-0.0272867262088081,-0.102044382316967,0.766431287343835,0.694874851013111,0.729772191673213,0.694577646624862,0.709617526921649,0.694342395297575,0.671641791044776,0.599406528189911,0.60989010989011,"34",0,0,0,0
639225,7691685,-0.044298605414274,-0.0325367647058823,-0.0344021050579866,-0.0318560772268539,-0.0222028190096046,-0.100732762426062,0.405837387074357,0.63211798443261,0.679207920792079,0.65987460815047,0.681855166802278,0.665460394049055,0.755716675962075,0.604703247480403,0.594802126402835,"35",0,0,0,0
639255,7691685,-0.0348759221998659,-0.0589413925530139,-0.0431974866916834,-0.0343550016840688,-0.0232732732732733,-0.127884371566224,0.130266552020636,0.444672131147541,0.504149377593361,0.604431678292983,0.659836065573771,0.644390441474281,0.655579399141631,0.611042944785276,0.583389149363697,"36",0,0,0,0
639285,7691685,-0.0289440203562341,-0.0676236044657097,-0.0555020853384665,-0.0455725411018172,-0.027143472641103,-0.128659476117103,0.0632548618219037,0.623409669211196,0.647105159511619,0.635652853792025,0.662347860227719,0.647241647241647,0.584871679423683,0.634001082837033,0.613325401546698,"37",0,0,0,0
639315,7691685,-0.0307560538814918,-0.0732519422863485,-0.0443263817302356,-0.0409365336474747,-0.0249614791987673,-0.124280696509977,0.0189032963599438,0.376344086021505,0.433787128712871,0.615987460815047,0.642600717989629,0.627466456195738,0.566695727986051,0.684536082474227,0.608908202064096,"38",0,0,0,0
639345,7691685,-0.0474156343442973,-0.0772946859903381,-0.0696524647375309,-0.0604768882376449,-0.0310172969803577,-0.124110182606004,-0.0312223858615611,0.396117067516662,0.519161676646707,0.619285714285714,0.646341463414634,0.632420902950587,0.525983146067416,0.69257191927866,0.582010582010582,"39",0,0,0,0
639375,7691685,-0.038889949716759,-0.0504110438963859,-0.0409472126295018,-0.039076486202852,-0.0293398533007335,-0.0468033566917553,0.403286249639666,0.68515205724508,0.706195869420386,0.678865809429608,0.703212984431931,0.68988173455979,0.514739229024943,0.740350877192983,0.606163096580233,"40",0,0,0,0
639405,7691685,-0.0298904233936329,-0.0670147954743255,-0.0550531914893617,-0.0373380447585395,-0.0252852987245468,-0.122506359619762,0.806167400881057,0.667269439421338,0.69419795221843,0.689943200801871,0.699277741300066,0.686440677966102,0.373046875,0.670647846543612,0.64923572003218,"41",0,0,0,0
639435,7691685,-0.0347802642221623,-0.0684407955269304,-0.0572645527685755,-0.0388436143001606,-0.0253027804628419,-0.122371824633548,0.455969915387026,0.652992602555481,0.693192713326942,0.679626749611198,0.704342469972282,0.692166462668299,0.247478386167147,0.579811492854971,0.643166601024025,"42",0,0,0,0
639465,7691685,-0.035326650535776,-0.071464555595538,-0.0578637049225285,-0.0346234623462347,-0.0219331069023085,-0.119962511715089,0.455158113011923,0.645846346033729,0.687218045112782,0.701283547257876,0.712032710280374,0.699854862119013,0.0983042203238557,0.285101404056162,0.526385224274406,"43",0,0,0,0
639495,7691685,-0.0377982684592103,-0.0687486445456517,-0.0597648368468656,-0.0308508074234755,-0.0241732513901083,-0.122342232185314,0.429845422116528,0.589572192513369,0.648946209499843,0.673151750972763,0.681705809641533,0.669634633097943,0.0807045215562566,0.189199765212287,0.436524100475221,"44",0,0,0,0
639195,7691655,-0.048295232893813,-0.0689028420356907,-0.0509082023295593,-0.049939617816296,-0.0284915861733795,-0.119788013405035,0.365992414664981,0.658173265386123,0.718588640275387,0.676803394625177,0.689939133548156,0.675771550195105,0.695067264573991,0.61981981981982,0.592054263565892,"45",0,0,0,0
639225,7691655,-0.0296522672833898,-0.0591534484269564,-0.0195121951219513,-0.00463976188391838,-0.0229102167182663,-0.0798637395912188,0.537013264869491,0.692186266771902,0.737967914438503,0.69473307058402,0.710622710622711,0.696046427276025,0.7785536159601,0.646070192782996,0.612936344969199,"46",0,0,0,0
639255,7691655,-0.0493974942143485,-0.0427668278170324,-0.00804653417353366,0.0133186369064021,-0.0299060800790905,-0.0646915432214514,0.297092288242731,0.704667176740627,0.740092823991432,0.702172389628591,0.716602044413113,0.701012923506811,0.562923888470234,0.640931932389219,0.577424023154848,"47",0,0,0,0
639285,7691655,-0.047566371681416,-0.0631047886857994,-0.068471588226035,-0.0639207582127841,-0.0271641606336242,-0.130540009075783,0.435231435231435,0.657775954041855,0.70238546005301,0.692745376955903,0.706298655343241,0.692145862552595,0.597595190380762,0.706175298804781,0.601233299075026,"48",0,0,0,0
639315,7691655,-0.049604262988794,-0.0474471376998453,-0.0466541801464328,-0.0389769507619266,-0.0282679040234447,-0.121232721504645,0.272782503037667,0.731493099121706,0.752133580705009,0.688113413304253,0.715545755237045,0.701275045537341,0.53037037037037,0.723061430010071,0.614556637621733,"49",0,0,0,0
639345,7691655,-0.0396915400317532,-0.0477759472817134,-0.0390320709372669,-0.0385078219013237,-0.025870825118002,-0.109103437715336,0.50897343862168,0.667166416791604,0.66930761281433,0.692695214105793,0.708947179302911,0.693950177935943,0.442262895174709,0.75254730713246,0.641744548286604,"50",0,0,0,0
639375,7691655,-0.0268575323790048,-0.0539266244290556,-0.0477530065405443,-0.0365885081164649,-0.0239815082346143,-0.13097419991541,0.193981481481481,0.698257839721254,0.723958333333333,0.711161145062721,0.744614423977521,0.731019522776573,0.438413361169102,0.704857248794957,0.622298065984073,"51",0,0,0,0
639405,7691655,-0.0394973070017953,-0.0738181569405487,-0.0501551189245088,-0.0415421573797387,-0.0295211267605634,-0.113097602966494,0.418648310387985,0.733021077283372,0.754007398273736,0.741704035874439,0.763561320754717,0.750366246703779,0.48159509202454,0.763636363636364,0.637298594446349,"52",0,0,0,0
639435,7691655,-0.0372167251835302,-0.073572449465732,-0.0483151154517819,-0.0416957838341486,-0.0266606922818417,-0.122816066017665,0.37342524364155,0.712069500465405,0.74335524435553,0.736469254746387,0.757055893746541,0.74463401210787,0.291211741542867,0.682621082621083,0.603808353808354,"53",0,0,0,0
639465,7691655,-0.037213801999355,-0.0758306907486557,-0.0517196456487754,-0.0419894007337954,-0.0254830579669561,-0.12390180878553,0.106238313785484,0.718140929535232,0.751915980698268,0.741988950276243,0.756002233389168,0.743960011108026,0.15590345727332,0.375101050929669,0.590922844175492,"54",0,0,0,0
639495,7691655,-0.0355751752791483,-0.0704885275270448,-0.0557484441532919,-0.0375800958263581,-0.0254232552941834,-0.123149524856164,0.71589991928975,0.649511400651466,0.684242795830779,0.690023752969121,0.703190848886213,0.690789473684211,0.2162865452319,0.388104605415413,0.539568345323741,"55",0,0,0,0
639195,7691625,-0.0511568329197022,-0.0826498422712934,-0.072556684910086,-0.0656944541821496,-0.0266674954932554,-0.131391200951248,-0.0742103260180134,0.578901859057501,0.630992736077482,0.617149304249718,0.637663885578069,0.622937941869599,0.758205689277899,0.597707139134966,0.5787728026534,"56",0,0,0,0
639225,7691625,-0.0458309420349267,-0.0425419240953222,-0.0550624730719518,-0.0546057091210364,-0.0286780715396579,-0.124025399887469,0.705521472392638,0.628091872791519,0.686517389232968,0.648082245947015,0.660989456609894,0.64635124298316,0.951570680628272,0.691056910569106,0.606755126658625,"57",0,0,0,0
639255,7691625,-0.0334486735870819,-0.0706146408839779,-0.069400100823391,-0.0476868327402135,-0.0278587826518583,-0.130666261028293,0.453131749460043,0.639724849527085,0.703152364273205,0.674012158054711,0.683268482490272,0.66743648960739,0.631016042780749,0.703302652950731,0.627715795654727,"58",0,0,0,0
639285,7691625,-0.0443179004704134,-0.0591994618230743,-0.0490334356591719,-0.0531866807292451,-0.0257364341085271,-0.13381922007664,0.147636363636364,0.65071368597817,0.712277800744109,0.698777857656362,0.716455696202532,0.701898960945898,0.443459766040411,0.661148977604674,0.586206896551724,"59",0,0,0,0
639315,7691625,-0.0298064918851436,-0.0416068866571019,-0.00591285363413087,0.00630718663942435,-0.0245133381398702,-0.0485584218512898,0.433854907539118,0.707980875321809,0.732283464566929,0.71010547805376,0.720494817786693,0.707835325365206,0.308714918759232,0.575734452499046,0.625240847784201,"60",0,0,0,0
639345,7691625,-0.0361515195160594,-0.0621149897330595,-0.054777270580828,-0.0450011084016848,-0.0279580040108529,-0.120983736612455,0.805977975878343,0.673866090712743,0.699032365699032,0.686468646864687,0.700466977985324,0.686962276637988,0.38721899469563,0.648920863309353,0.616427104722793,"61",0,0,0,0
639375,7691625,-0.041176894786183,-0.0507486209613869,-0.0524249254708063,-0.0449904485870496,-0.0278453957133527,-0.126232603678579,0.789320388349515,0.672419866150053,0.701531443466927,0.689301729660474,0.711292962356792,0.69785575048733,0.323467230443975,0.63236337828247,0.601666666666667,"62",0,0,0,0
639405,7691625,-0.0324193192678086,-0.0674846625766872,-0.0517450574548569,-0.040245697101542,-0.0275725355919986,-0.122274089040619,0.239855942376951,0.676348547717842,0.721484508001362,0.71875,0.733466267863077,0.719090009891197,0.307039669800505,0.632118853908737,0.663534675615213,"63",0,0,0,0
639435,7691625,-0.0352062077884754,-0.0718468790172833,-0.0492331395756005,-0.0444570206879205,-0.0226679325896036,-0.122598290598291,-0.0288423548004741,0.659420289855072,0.706623586429725,0.736467677080111,0.753609831029186,0.740085417937767,0.406181552689219,0.725157000369413,0.592711682743837,"64",0,0,0,0
639465,7691625,-0.0401644962302947,-0.0747251208067791,-0.0559858676450605,-0.0438681531749879,-0.0256945652804362,-0.126058262782481,-0.0412618296529969,0.694813829787234,0.728783382789317,0.736872812135356,0.765079365079365,0.751720183486238,0.279156085172885,0.51825221238938,0.477651183172656,"65",0,0,0,0
639495,7691625,-0.033609166136219,-0.073526433056512,-0.0470287539936102,-0.0360572775892806,-0.0257902097902098,-0.121798955280928,0.724541552867733,0.744370054777845,0.76837416481069,0.757989620322316,0.769230769230769,0.757642522721014,0.156082104973137,0.305224934436151,0.490738180812828,"66",0,0,0,0
639195,7691595,-0.050466672173123,-0.073881029204931,-0.0730201118250856,-0.0688993803481853,-0.0286463209136866,-0.11963952765693,-0.0678544914625093,0.563862928348909,0.589548693586698,0.593328038125496,0.609205020920502,0.59570070276974,0.81125,0.601835915088927,0.519230769230769,"67",0,0,0,0
639225,7691595,-0.0301473107228503,-0.0262707024557395,-0.0234824125499367,-0.00468570418176993,-0.0259952279291724,-0.100622861654531,0.669298653042267,0.638938053097345,0.662414131501472,0.647299509001637,0.671690427698574,0.655394524959742,0.955637707948244,0.70383275261324,0.61561928004881,"68",0,0,0,0
639255,7691595,-0.0487706569931479,-0.039654564681001,-0.0347183748845798,-0.0346987951807229,-0.029571063935753,-0.0916624386944022,0.117034165253211,0.590618336886994,0.642342342342342,0.632950191570881,0.643954312721544,0.628504672897196,0.455755677368833,0.65374677002584,0.561479869423286,"69",0,0,0,0
639285,7691595,-0.045755809310868,-0.0728296094149753,-0.0781926627992483,-0.0563546333411931,-0.0288302625941115,-0.125507971241013,0.475120385232745,0.641091219096334,0.691666666666667,0.650769230769231,0.671561051004637,0.657230298393267,0.460458240946046,0.728648648648649,0.603267211201867,"70",0,0,0,0
639315,7691595,-0.0319756658505824,-0.0247996947729874,-0.0258902536007776,0.00879081449587373,-0.0268603616958197,-0.0772651473040578,0.801535087719298,0.731831395348837,0.756259204712813,0.711073253833049,0.739907346128392,0.726198292843073,0.43179892685682,0.72851805728518,0.655580865603645,"71",0,0,0,0
639345,7691595,-0.0391494863874722,-0.0328358208955224,-0.0482554977076695,-0.0430997573854717,-0.0281814437841972,-0.13587225323253,0.875,0.715432323969354,0.746288798920378,0.724296005239031,0.740242702525418,0.7265625,0.40890904241131,0.78395552025417,0.70923209663503,"72",0,0,0,0
639375,7691595,-0.038801098004303,-0.0659858601728201,-0.0477757009345794,-0.0438814595793294,-0.0272857826711345,-0.118990990990991,0.853113358169239,0.693382352941176,0.718845500848896,0.709656084656085,0.723004694835681,0.708776595744681,0.347622567134762,0.758649093904448,0.74949083503055,"73",0,0,0,0
639405,7691595,-0.0423320277191925,-0.0651460709264178,-0.0542857142857143,-0.0509132267344617,-0.0260689487148252,-0.128454123527312,0.218781725888325,0.63006230529595,0.668970534739905,0.665973665973666,0.679144385026738,0.664429530201342,0.194416346348371,0.525034770514604,0.713223579394583,"74",0,0,0,0
639435,7691595,-0.0374700239808154,-0.0538605230386053,-0.0517304995941258,-0.0483091787439614,-0.0258719010744943,-0.120523464433969,0.593207825765965,0.678056188306758,0.717655220256677,0.713123092573754,0.742647058823529,0.729353233830846,0.329912023460411,0.695482866043614,0.711274060494959,"75",0,0,0,0
639465,7691595,-0.0386302532899391,-0.0496975266100007,-0.0365818392134181,-0.0388705765283911,-0.0290799115970688,-0.105442660224527,0.35,0.734814300590073,0.765109034267913,0.766241651487553,0.79689366786141,0.783318492134165,0.586996904024768,1.04911955514365,0.64532744665195,"76",0,0,0,0
639495,7691595,-0.0314548705383749,-0.0570983281382828,-0.0482924226254002,-0.0318208603417796,-0.0258163788681826,-0.119607201309329,0.689358372456964,0.716041397153946,0.754561506768687,0.751946928179983,0.766760563380282,0.754130495659479,0.403215702651911,0.590636597202398,0.481564245810056,"77",0,0,0,0
639195,7691565,-0.0427202899801503,-0.0647341276898453,-0.0546431770677814,-0.0212473118279569,-0.0295032041114142,-0.107433851322974,0.554545454545455,0.608514576584914,0.564123376623377,0.613097802671262,0.64060475161987,0.624733475479744,0.900793650793651,0.685897435897436,0.753381066030231,"78",0,0,0,0
639225,7691565,-0.048869077100875,-0.0444219626597995,-0.0365877908132829,-0.0442859512356941,-0.0303791112226965,-0.0989560866189285,-0.0171529619805482,0.596476510067114,0.60996835443038,0.645569620253164,0.657699805068226,0.6421133821828,0.611134542387178,0.557251908396947,0.56536312849162,"79",0,0,0,0
639255,7691565,-0.0352298899599079,-0.0569592393696628,-0.0511397592418681,-0.0580847723704866,-0.0250109149878375,-0.128171334431631,0.374313186813187,0.626469307792773,0.643012625163256,0.642282958199357,0.652941176470588,0.636363636363636,0.443208895949166,0.745222929936306,0.698058950395399,"80",0,0,0,0
639285,7691565,-0.03466796875,-0.0506329113924051,-0.0505946762318293,-0.0448148517816149,-0.0264062883812331,-0.10636404094348,0.763141228625713,0.62928870292887,0.664160401002506,0.616747181964573,0.636363636363636,0.621471172962227,0.325842696629214,0.723284589426322,0.638585209003215,"81",0,0,0,0
639315,7691565,-0.0328849028400598,-0.0267078488372093,-0.0311102831594635,-0.0283563362609787,-0.0270432331954189,-0.101800947867299,0.815743440233236,0.69841881989973,0.746992948983824,0.691440648115534,0.723633832231117,0.709354504659993,0.414112203585888,0.792195580629995,0.672480620155039,"82",0,0,0,0
639345,7691565,-0.0356322690569672,-0.064125932062966,-0.0613961312026914,-0.0469360221543705,-0.0294912607363806,-0.115153383690458,0.877734155916994,0.704426106526632,0.733238231098431,0.715984147952444,0.720898570456093,0.706378670266622,0.33300900024325,0.772371134020618,0.644876325088339,"83",0,0,0,0
639375,7691565,-0.0443852640923214,-0.0527693692219586,-0.0406038935240366,-0.0451496923183295,-0.0269352099005096,-0.120583941605839,0.230101930166992,0.621664050235479,0.668229354489722,0.673793103448276,0.676912080057184,0.662770102727595,0.249212681083351,0.694929006085193,0.583115752828547,"84",0,0,0,0
639405,7691565,-0.0402165506573859,-0.0651417205370462,-0.0418755052546484,-0.0373329459616502,-0.0258338386901152,-0.12888120452417,0.0308285163776493,0.639406618486116,0.667371388301621,0.678263864967275,0.694927032661571,0.680220537560303,0.168302945301543,0.500941619585688,0.480400333611343,"85",0,0,0,0
639435,7691565,-0.0326594090202178,-0.0437552388935457,-0.0501414649481295,-0.0434111789045515,-0.024247491638796,-0.134659090909091,0.571009635525765,0.625696249535834,0.660112359550562,0.647262647262647,0.665970772442589,0.652053848809113,0.152465642683913,0.440118870728083,0.483845854418062,"86",0,0,0,0
639465,7691565,-0.0263874946221138,-0.0686811069143606,-0.034984520123839,-0.0190658444964207,-0.0255359025418765,-0.110168838177473,0.482538490424333,0.687544483985765,0.734885224700938,0.711544611448673,0.752201257861635,0.738206810371759,0.250717154331612,0.702143116600073,0.516808274843,"87",0,0,0,0
639495,7691565,-0.0389278017241379,-0.069862819968887,-0.0534780860474467,-0.0370680879094556,-0.0282283669110432,-0.127103425340871,0.740671641791045,0.733286664333217,0.776241357636706,0.798343330477007,0.80583646344987,0.79316288422867,0.528776006484734,0.718620689655172,0.547971667739858,"88",0,0,0,0
639195,7691535,-0.0469079409697822,-0.0420748204123518,-0.035721971164192,-0.0272394881170019,-0.0291424887169568,-0.131160830090791,0.0323837350864378,0.548481880509305,0.51304347826087,0.576888080072794,0.589269195189639,0.571948998178506,1.07432432432432,0.701232777374909,0.735849056603774,"89",0,0,0,0
639225,7691535,-0.039207238259371,-0.0665342601787487,-0.0598322811646094,-0.0441078403353339,-0.0288575899843506,-0.104591350733473,0.198033324228353,0.611504424778761,0.600486223662885,0.608221476510067,0.642006802721088,0.626364399664148,1.24483306836248,0.771883289124669,0.710965867828613,"90",0,0,0,0
639255,7691535,-0.0439845778582107,-0.0559352517985612,-0.0477955520873976,-0.0331557134399053,-0.0286616468302162,-0.0174139585904292,0.74296205630355,0.635386523356759,0.616988416988417,0.625585023400936,0.637594583831143,0.622047244094488,0.456999614346317,0.768371546149324,0.646333949476278,"91",0,0,0,0
639285,7691535,-0.0386240640521907,-0.0339525944907111,0.0451676772676649,0.0863764991241072,-0.028002414001207,0.116069754359647,0.710712343665035,0.664402716739912,0.655322862129145,0.643481565944508,0.666539779215836,0.651092690278824,0.244208494208494,0.596248325145154,0.616438356164383,"92",0,0,0,0
