X,Y,2023-04-06,2023-05-01,2023-05-16,2023-05-22,2023-06-08,2023-06-26,2023-07-08,2023-07-26,2023-07-29,2023-08-07,2023-08-08,2023-08-17,2023-09-23,2023-10-03,2023-10-11,2023-10-17,id,2023-11-26,2023-11-28,2022-12-11
639435,7691695,-0.0138480906420478,-0.049496644295302,-0.0407734342160572,-0.0204415372035977,-0.00574932924492143,-0.0972000910539495,0.0306198655713219,0.351267056530214,0.390941823005496,0.435230352303523,0.429635145197319,0.452796579978625,0.106836616454229,0.207987942727958,-0.0214199759326113,0.00612870275791624,"345",0,0,0
639445,7691695,-0.0177664974619289,-0.0522736931576711,-0.0430379746835443,-0.020024519820188,-0.00695517774343122,-0.101807366735301,0.0938310005184033,0.343577620173365,0.377794911333847,0.451762192951228,0.435000929886554,0.449045732805185,0.115888312330121,0.209520093640265,-0.0209476309226933,-0.00203665987780041,"346",0,0,0
639455,7691695,-0.0142425550280535,-0.0487179487179487,-0.0408765276021913,-0.0167963949201147,-0.0046583850931677,-0.0994259471871412,0.111500291885581,0.336389684813754,0.374812593703148,0.434830230010953,0.431293514107732,0.444644789037144,0.102552619793999,0.215461155759663,-0.0218295218295218,-0.00507356671740233,"347",0,0,0
639465,7691695,-0.0137221269296741,-0.0460358056265985,-0.0396959459459459,-0.0176157312576813,-0.00665362035225049,-0.0967446125630445,0.133113969488483,0.337084974676421,0.380395025603511,0.434626436781609,0.438609199565375,0.4480439015755,0.0807754442649435,0.204879799067097,-0.0095389507154213,-0.003272086584445,"348",0,0,0
639475,7691695,-0.0146678170836928,-0.0456289978678038,-0.0418604651162791,-0.0160427807486631,-0.00786163522012579,-0.100252351456756,0.119874640898407,0.363045496750232,0.403849613239791,0.448397323001057,0.44248106743599,0.461935928349983,0.0603015075376884,0.18754141815772,-0.0240042205222896,-0.00574112734864301,"349",0,0,0
639485,7691695,-0.0144041903099083,-0.0448909790508764,-0.0415959252971137,-0.0144449030127941,-0.0102362204724409,-0.0970114942528736,0.0598669623059867,0.346312242605766,0.393266606005459,0.450762829403606,0.435451747238819,0.458175559380379,0.0718273167100856,0.184963406520293,-0.0163357627544609,-0.00904626518480227,"350",0,0,0
639495,7691695,-0.0130208333333333,-0.0439232409381663,-0.0404427415921669,-0.0115702479338843,-0.00712589073634204,-0.0955355077492482,0.117330462863294,0.324685234643266,0.369581190301249,0.421323398971084,0.416144489495024,0.424523351408081,0.0766871165644172,0.189721928898275,-0.0142606955216412,-0.00235048315487072,"351",0,0,0
639505,7691695,-0.0160381447767664,-0.0439232409381663,-0.0419880034275921,-0.012794056954189,-0.00712589073634204,-0.0988909426987061,0.187357445421962,0.342318059299191,0.377365491651206,0.423571428571429,0.431726168568274,0.44283185840708,0.0964987190435525,0.192619926199262,-0.0187681734073487,-0.00834005918751681,"352",0,0,0
639195,7691685,-0.0247774837623286,-0.0310670868977938,-0.0294043729580297,-0.0219049963081467,-0.00889748549323017,-0.0781916406027865,0.208847299021693,0.374144180426903,0.378836833602585,0.430184418517125,0.421052631578947,0.447963800904977,0.261682242990654,0.2074850915073,-0.0115621156211562,-0.00715307582260372,"353",0,0,0
639205,7691685,-0.0180929095354523,-0.035383777898748,0.0865874363327674,0.0361366622864652,-0.00507218103784627,0.0136024572180781,0.243467440895894,0.378548895899054,0.368885324779471,0.408,0.40282131661442,0.417456938262048,0.247102803738318,0.24347158218126,-0.0343370311674591,-0.00615655233069481,"354",0,0,0
639215,7691685,-0.00192122958693564,0.022140221402214,0.0697852760736196,0.0309079201545396,-0.0109375,-0.0185328185328185,0.242671009771987,0.360646050817412,0.362671905697446,0.390940236010659,0.401695917964898,0.416946621873834,0.270987542877776,0.220609579100145,-0.0089919545669664,-0.00988397077782553,"355",0,0,0
639225,7691685,-0.00879222582137899,0.0108303249097473,-0.00473669545834494,-0.0219206680584551,-0.00966370313103981,-0.0861672206596778,0.205635948210206,0.337513061650993,0.352605863192182,0.395784543325527,0.405871484294806,0.416634429400387,0.253477588871716,0.227476162677564,-0.0211964201601507,-0.0197587888119066,"356",0,0,0
639235,7691685,-0.00906921241050119,-0.0271816881258941,-0.0391115403186866,-0.0258662762323084,-0.0110671936758893,-0.0978473581213307,0.213087248322148,0.295610567921781,0.312246553122466,0.380258225739275,0.385146804835924,0.412642487046632,0.220883534136546,0.187108325872874,-0.0159181353041501,-0.01677340652638,"357",0,0,0
639245,7691685,-0.0173194777511324,-0.0339692880409493,-0.0363349131121643,-0.0262582056892779,-0.0104585679806919,-0.0909090909090909,0.151889534883721,0.283923303834808,0.220798242402051,0.336611533303531,0.364695537480765,0.376114081996435,0.182235834609495,0.149214026602177,-0.022834116856951,-0.024123512383403,"358",0,0,0
639255,7691685,-0.0188466947960619,-0.0362694300518135,-0.00682982356289129,0.0187555820184579,-0.0104754230459307,-0.0952380952380952,0.0213872832369942,0.260382809678584,0.228810476536923,0.294613583138173,0.358156028368794,0.332695069411202,0.203231292517007,0.113737075332349,-0.0446159007044616,-0.0502313284864508,"359",0,0,0
639265,7691685,-0.0280269058295964,-0.0355140186915888,-0.0326653856711501,-0.0382574699804524,-0.00845751107531212,-0.0766781639692226,0.0657055724979207,0.290726817042607,0.292614770459082,0.311329170383586,0.370978332239002,0.36243747157799,0.193280884541782,0.128654970760234,-0.0707445165276491,-0.0377747252747253,"360",0,0,0
639275,7691685,-0.0318949343339587,-0.0440308669995461,-0.0100179809915232,-0.0112994350282486,-0.0087719298245614,-0.0761007890048358,0.0778378378378378,0.306880540312368,0.317909522825862,0.362969004893964,0.374763804325005,0.403044871794872,0.181385729058945,0.181988742964353,-0.0315533980582524,-0.0278145695364238,"361",0,0,0
639285,7691685,-0.0272633744855967,-0.0438981562774363,-0.0253998118532455,-0.0180780209324453,-0.00675944333996024,-0.099207302426135,0.0515806988352745,0.31284677763551,0.318228630278064,0.385084332452754,0.359810058277574,0.395177768696363,0.193829113924051,0.150363593713347,-0.0694405397807141,-0.0262336039975016,"362",0,0,0
639295,7691685,-0.018555667001003,-0.039426523297491,-0.0339875538535184,-0.0186958504331965,-0.0118389897395422,-0.0909090909090909,0.151474076584209,0.262203023758099,0.282455766361117,0.34709351305813,0.327156408559453,0.349645846748229,0.17810392701309,0.176522506619594,-0.0228283427216128,-0.025891829689298,"363",0,0,0
639305,7691685,-0.0200956937799043,-0.0390522158841597,-0.0361887311039853,-0.0272930648769575,-0.0103833865814696,-0.0901267033229739,-0.0453781512605042,0.189456342668863,0.210070160957491,0.298465528420143,0.287325214253496,0.311115983336987,0.168986083499006,0.187061750735128,-0.0136570561456753,-0.0101133925835121,"364",0,0,0
639315,7691685,-0.0125725338491296,-0.0410012947777298,-0.0342592592592593,-0.0321352059033563,-0.0100847115772489,-0.0982464568820562,-0.0185042405551272,0.0934119960668633,0.123332248616987,0.287003610108303,0.295892318403342,0.308318264014467,0.116569525395504,0.114087301587302,-0.0583680762358547,-0.051985559566787,"365",0,0,0
639325,7691685,-0.016385424309122,-0.0386266094420601,-0.0308329498389324,-0.0276243093922652,-0.0101337657073368,-0.0910834132310642,-0.0377794911333847,0.129061645915579,0.151697206368279,0.291259931895573,0.281264973646382,0.310377358490566,0.136173767752715,0.0768431983385254,-0.0774281805745554,-0.0815035355414961,"366",0,0,0
639335,7691685,-0.0134695773339526,-0.0401968826907301,-0.0258803563852355,-0.0140208050655812,-0.0106846062524733,-0.0898850035203004,-0.00111234705228031,0.118353344768439,0.139405204460967,0.269938650306748,0.297440423654016,0.320804195804196,0.203101920236337,0.146689744699264,-0.0318142734307825,-0.0119956379498364,"367",0,0,0
639345,7691685,-0.00919732441471572,-0.0435835351089588,-0.0308056872037915,-0.0268729641693811,-0.00911161731207289,-0.0725707257072571,-0.0185709789109223,0.207151664611591,0.277384563532187,0.328911431915724,0.387909797233277,0.421814848762603,0.252562907735322,0.25050916496945,0.0130434782608696,0.0587818696883853,"368",0,0,0
639355,7691685,-0.00698215671062839,-0.0387722132471729,-0.0340999206978588,-0.0356853203568532,-0.00880410858400587,-0.0423703703703704,0.0536303630363036,0.376360225140713,0.378021978021978,0.424805921646507,0.409252669039146,0.449316029463346,0.249920204277051,0.255596391580354,0.00199203187250996,0.0446343779677113,"369",0,0,0
639365,7691685,-0.00456968773800457,-0.0344827586206897,-0.0307429547395389,-0.0119785212722016,-0.0119349005424955,0.0579322638146168,0.211165845648604,0.378759040730872,0.399701715137957,0.409276437847866,0.412435824301198,0.431563741422896,0.241867954911433,0.254237288135593,0.00523560209424084,0.0288831835686778,"370",0,0,0
639375,7691685,-0.00491493383742911,-0.0211998195760036,-0.0227178851714168,-0.0148059223689476,-0.0130151843817787,-0.0580204778156997,0.231687898089172,0.371744277821626,0.379573170731707,0.400604686318972,0.410015649452269,0.417854463615904,0.235625,0.248476156328433,0.00328827183047132,0.0105485232067511,"371",0,0,0
639385,7691685,-0.00532319391634981,-0.0357142857142857,-0.0427283418267346,-0.0207924676343664,-0.0104958378574014,-0.0943311673762044,0.230305639259578,0.362170985513161,0.374950922654103,0.407148407148407,0.407290015847861,0.420718816067653,0.225219573400251,0.245747376040536,0.00635514018691589,0.0230061349693252,"372",0,0,0
639395,7691685,-0.00763941940412529,-0.0303548525010688,-0.0335151987529228,-0.0167250097238429,-0.00293040293040293,-0.0926007975188303,0.236710783250163,0.357585779247623,0.373075404658508,0.403229021327487,0.406175771971496,0.43244289585753,0.193637197919853,0.24963503649635,0.00193274062620796,0.0111553784860558,"373",0,0,0
639405,7691685,-0.0113591852722288,-0.0456081081081081,-0.0352475247524752,-0.0141176470588235,-0.00881704628949302,-0.093569844789357,0.244330338040223,0.355864811133201,0.377240841777085,0.414746543778802,0.408635312259059,0.43289224952741,0.186678352322524,0.251560778553066,-0.00847799757771498,0.0146818923327896,"374",0,0,0
639415,7691685,-0.0127591706539075,-0.048820179007323,-0.0394579513750498,-0.0250696378830084,-0.00480591497227357,-0.097027972027972,0.239425051334702,0.321086261980831,0.351014040561622,0.400075272864132,0.383375908822951,0.405264140377077,0.170114942528736,0.239977413890457,-0.00172117039586919,0.011301799916283,"375",0,0,0
639425,7691685,-0.0144810941271118,-0.0439425051334702,-0.0378726833199033,-0.0209072978303748,-0.00559492726594554,-0.0956368444248568,0.214748784440843,0.328019131127939,0.343725643024162,0.370081733510739,0.383235867446394,0.383141762452107,0.133547008547009,0.206605222734255,-0.00374882849109653,0.00531443755535872,"376",0,0,0
639435,7691685,-0.0122448979591837,-0.0439425051334702,-0.0428047289033836,-0.0216172938350681,-0.00375375375375375,-0.0995555555555555,0.237534354142128,0.343164607413312,0.374181117533719,0.392057218144175,0.406364513018322,0.405667412378822,0.121167883211679,0.228352490421456,-0.0207367650646499,0.00407055630936228,"377",0,0,0
639445,7691685,-0.00784151877837392,-0.0492898913951546,-0.0398357289527721,-0.0201126307320998,-0.00529100529100529,-0.0987821380243572,0.202954898911353,0.352340589481795,0.384673461683654,0.425699140924877,0.428571428571429,0.428258488499452,0.127573964497041,0.222054380664653,-0.0105686965274283,0.00392156862745098,"378",0,0,0
639455,7691685,-0.0111893907998342,-0.045531197301855,-0.0389823553549446,-0.018989898989899,-0.00759301442672741,-0.0965111010421387,0.244461276273433,0.37037037037037,0.385143683354419,0.43988684582744,0.42932768660667,0.447042640990371,0.0942684766214178,0.224890091308759,-0.0239596469104666,0.00599828620394173,"379",0,0,0
639465,7691685,-0.0145409223099294,-0.051356993736952,-0.0418913313977603,-0.0218800648298217,-0.00765110941086458,-0.0987514188422247,0.224714968738507,0.362946912242687,0.387813620071685,0.436038514442916,0.438721136767318,0.444463460551087,0.0880640465793304,0.216347713266299,-0.00762631077216397,0.0121896162528217,"380",0,0,0
639475,7691685,-0.01669449081803,-0.0429654591406908,-0.0434056761268781,-0.0211898940505297,-0.00732177263969172,-0.101741521539872,0.20014450867052,0.356245380635625,0.395944503735326,0.439441535776614,0.438760806916426,0.445355191256831,0.0759403832505323,0.201147593241951,-0.01620029455081,0.00656455142231947,"381",0,0,0
639485,7691685,-0.0127334465195246,-0.0470538363713438,-0.040133779264214,-0.0212244897959184,-0.0112796577207312,-0.0984170681348933,0.202540578687368,0.334829779274224,0.371532846715328,0.430814866515442,0.424386671548883,0.443213296398892,0.0726012404232032,0.194272697689554,-0.0151209677419355,-0.00417587816261361,"382",0,0,0
639495,7691685,-0.0147991543340381,-0.048264182895851,-0.0402010050251256,-0.0166598943518895,-0.0078064012490242,-0.0987084870848708,0.215218202163372,0.314263920671243,0.351230425055928,0.416518964906062,0.41372295172924,0.429382540809084,0.0752608047690015,0.198524480214621,-0.0197768762677485,-0.000995520159283225,"383",0,0,0
639505,7691685,-0.0173215040135192,-0.0449152542372881,-0.0445378151260504,-0.0175725378013895,-0.0109976433621367,-0.0988197176579495,0.213203883495146,0.324655436447167,0.361670395227442,0.419562880687925,0.410549612689045,0.430363864491844,0.0775930324623911,0.219393093826299,-0.0200966675146273,0.00432240020340707,"384",0,0,0
639195,7691675,-0.0183356840620592,-0.0469092503288032,-0.0324837581209395,-0.0353168843734881,-0.00727133562954459,-0.0714478296036668,0.215298667812634,0.363708399366086,0.369211514392991,0.431665421956684,0.423426911907067,0.447725162488394,0.256046065259117,0.231191222570533,-0.0079924776680771,0.00801508722300802,"385",0,0,0
639205,7691675,-0.0166512488436633,-0.0130684788290643,0.0415781487101669,0.0196280991735537,-0.0103171570500573,-0.0332922318125771,0.225510629428929,0.371841155234657,0.357316087308003,0.423105224429728,0.424287856071964,0.433309300648882,0.262789067974772,0.262561924982307,-0.0203180212014134,0.00346020761245675,"386",0,0,0
639215,7691675,-0.00582698341550874,0.0220905172413793,-0.026219063954913,-0.0273843248347498,-0.00574052812858783,-0.0946940847930947,0.152973530422826,0.347725520431766,0.347117296222664,0.418162044589451,0.415773353751914,0.442912689996465,0.286902286902287,0.249117854622442,-0.00929292929292929,-0.0154422087037904,"387",0,0,0
639225,7691675,-0.0151445617255622,-0.0336363636363636,-0.0377532228360958,-0.0402219140083218,-0.00664322000781555,-0.1010550996483,0.0682773109243697,0.346233017702758,0.359546007296311,0.407407407407407,0.412618423704898,0.421686746987952,0.2416935636985,0.231798504525777,-0.00844594594594595,-0.00173812282734647,"388",0,0,0
639235,7691675,-0.0175699084385053,-0.0348889895786135,-0.0220820189274448,-0.0178477690288714,-0.00905868452146514,-0.0933465739821251,0.160956175298805,0.37217890849405,0.414778325123153,0.418153607447634,0.422546634225466,0.441988950276243,0.230522731824554,0.198543585350182,-0.0313657693257594,-0.036563071297989,"389",0,0,0
639245,7691675,-0.0141424530727693,-0.0256942642097067,-0.0148514851485149,-0.00787861103005544,-0.00903732809430255,-0.0843183609141056,0.237104464672735,0.383908963865043,0.412384716732543,0.440432515929716,0.443298969072165,0.460038240917782,0.242846094354215,0.21555647496897,-0.0517441860465116,-0.0345433255269321,"390",0,0,0
639255,7691675,-0.00823147917186331,-0.0139917695473251,0.0174197060424605,0.00769011677584734,-0.00744805958447668,-0.0606575963718821,0.248930710008554,0.401655498620418,0.397671798723244,0.441483198146002,0.438326425893033,0.463619047619048,0.255375330064127,0.232371794871795,-0.0428152492668622,-0.0183310533515732,"391",0,0,0
639265,7691675,-0.0119775116108531,-0.00615137737362931,-0.0417871222076215,0.00400106695118698,-0.00975419430355053,-0.0830788026878436,0.206953642384106,0.386264390631203,0.404993329521631,0.421782178217822,0.421672320894033,0.444787644787645,0.223177570093458,0.226559356136821,-0.0331164991129509,-0.0114697252600694,"392",0,0,0
639275,7691675,-0.0178394449950446,-0.0295015259409969,-0.0214636669252651,-0.0177865612648221,-0.0101721439749609,-0.0672268907563025,0.204592045920459,0.352318958502848,0.356404136833731,0.397570850202429,0.39708265802269,0.413557962294424,0.226676657924316,0.21301775147929,-0.0246715796219161,-0.0315733616343858,"393",0,0,0
639285,7691675,-0.015422276621787,-0.0197032352225736,-0.0304709141274238,-0.0306691449814126,-0.0125293657008614,-0.0806293018682399,0.210405827263267,0.333057509309061,0.356884785226817,0.390253725332259,0.384552513281569,0.40796812749004,0.236061236061236,0.209731543624161,-0.0569948186528497,-0.0147968792036589,"394",0,0,0
639295,7691675,-0.0133460438512869,-0.0282131661442006,-0.0367985280588776,-0.0280623608017817,-0.0122287968441815,-0.0971536109150788,0.177933177933178,0.28427807486631,0.307984790874525,0.378259125551544,0.354000837871806,0.394048332334731,0.216793893129771,0.208176887776387,-0.0379891459582976,-0.0250266240681576,"395",0,0,0
639305,7691675,-0.0229007633587786,-0.0332271279016841,-0.04249547920434,-0.0355871886120996,-0.00834990059642147,-0.0959164292497626,0.09720885466795,0.288376220053239,0.292990857640401,0.315345699831366,0.321318681318681,0.344453711426188,0.216975493126121,0.168785620341955,-0.0490781615164892,-0.0293875308981049,"396",0,0,0
639315,7691675,-0.0166129432184478,-0.0444856348470806,-0.0172503920543649,-0.0199072811562585,-0.0127490039840637,-0.0954647957905287,0.145155393053016,0.326837534420674,0.28525641025641,0.322197802197802,0.370678336980306,0.363065598614419,0.207843137254902,0.147321428571429,-0.0168573148705599,-0.0196413321947054,"397",0,0,0
639325,7691675,-0.0139275766016713,-0.0314980793854033,0.00783289817232376,0.0091432441584829,-0.0103420843277645,-0.0833333333333333,0.154534838458544,0.312069304981296,0.304347826086957,0.374265186152841,0.396717117885312,0.395288523881565,0.198175787728027,0.173240357376335,-0.0441010177157934,-0.0273448985592473,"398",0,0,0
639335,7691675,-0.0159036144578313,-0.0166147455867082,-0.00139159476760367,0.00470783716422044,-0.0119426751592357,-0.085586703051352,0.0873348372542701,0.186119873817035,0.201246969172151,0.330951317552479,0.331592689295039,0.363370128407299,0.179906542056075,0.190486580842243,-0.0445993031358885,-0.0554171855541719,"399",0,0,0
639345,7691675,-0.0142222222222222,-0.0441491641663095,-0.022973558734287,-0.0319474835886214,-0.0093167701863354,-0.0985046285307382,-0.020109689213894,0.102936983176504,0.196840442338073,0.286661143330572,0.341021416803954,0.35528596187175,0.185391304347826,0.207011686143573,-0.0327715355805243,-0.0803621958121109,"400",0,0,0
639355,7691675,-0.014350143501435,-0.0436507936507936,-0.0293526336952151,-0.0222222222222222,-0.0105501130369254,-0.0756800430918395,-0.0312605042016807,0.219727891156463,0.307934288710241,0.372229588937299,0.374754227290602,0.410017139592459,0.245386192754614,0.240219378427788,0.00280112044817927,-0.0353697749196141,"401",0,0,0
639365,7691675,-0.00835866261398176,-0.0420236638106895,-0.019669551534225,-0.0165354330708661,-0.0087719298245614,-0.0594784646938178,0.000382409177820268,0.352930502631101,0.379612714651078,0.402805611222445,0.430864647938708,0.426921688920967,0.277760101813554,0.271600912944245,0.0120724346076459,0.0424469413233458,"402",0,0,0
639375,7691675,-0.00844656628718325,-0.0383673469387755,-0.0262058488416255,-0.0179869881362419,-0.00431654676258993,-0.0786939159032182,0.0824561403508772,0.410014513788099,0.41465175027066,0.432394366197183,0.460894352396223,0.455301455301455,0.266726137377342,0.304592314901593,-0.00378396972824217,0.0592227020357804,"403",0,0,0
639385,7691675,-0.00712410948631421,-0.0357877416700946,-0.0327743902439024,-0.0172877449097196,-0.00685673042223024,-0.0847457627118644,0.223880597014925,0.396024464831804,0.403521918321469,0.440668726149373,0.44213649851632,0.458437388512308,0.238269347958562,0.280906593406593,0,0.0295566502463054,"404",0,0,0
639395,7691675,-0.00384024577572965,-0.0455461507456671,-0.0336296868960186,-0.0134667179684494,-0.00837277029486713,-0.0921658986175115,0.264055206007713,0.375049504950495,0.390361912134701,0.426392067124333,0.422461953380851,0.442867811799851,0.205346294046173,0.263120057512581,0.00384319754035357,0.0169100691775557,"405",0,0,0
639405,7691675,-0.00617283950617284,-0.0413488558811722,-0.0305609284332689,-0.0168970814132104,-0.0102714600146735,-0.0931065353625783,0.245780156442981,0.369411764705882,0.38562091503268,0.416951729380464,0.414643471611547,0.439343038447182,0.204137511408579,0.265159669895945,-0.00079428117553614,0.0196078431372549,"406",0,0,0
639415,7691675,-0.010077519379845,-0.0446111330438216,-0.0323839250877878,-0.0226209048361934,-0.00659824046920821,-0.096969696969697,0.237817576009996,0.361520558572537,0.368217054263566,0.408921933085502,0.400763358778626,0.42351640250645,0.191317829457364,0.260263929618768,0,0.0105263157894737,"407",0,0,0
639425,7691675,-0.0125293657008614,-0.0444177671068427,-0.0317522540180321,-0.0218068535825545,-0.0111111111111111,-0.0939274792485802,0.22213181448332,0.352619233776388,0.367117988394584,0.380134428678118,0.398035817446563,0.404175988068605,0.173210161662818,0.227322805728975,0.000417188151856487,0.0075187969924812,"408",0,0,0
639435,7691675,-0.0118389897395422,-0.0475040257648953,-0.0326129666011788,-0.0156739811912226,-0.00893521965748325,-0.0965217391304348,0.228252194732642,0.359937402190923,0.373100303951368,0.394836750189825,0.420553659461509,0.410400299289188,0.184154175588865,0.243243243243243,-0.00699912510936133,0.00827097282394644,"409",0,0,0
639445,7691675,-0.0102685624012638,-0.044040404040404,-0.0327214684756584,-0.0189423835832676,-0.0070658237262923,-0.0970831519373095,0.231328219620509,0.385577630610743,0.404301075268817,0.418672501823487,0.452288045406172,0.44266950656727,0.119829424307036,0.248109965635739,-0.00483516483516484,0.0108611326609775,"410",0,0,0
639455,7691675,-0.0135242641209228,-0.0428746427113107,-0.0399677028663706,-0.0210903302825308,-0.00635039223010833,-0.0971128608923885,0.202141900937082,0.418335089567966,0.424410540915395,0.442374051069703,0.460207612456747,0.461174881836597,0.0989473684210526,0.242808536962573,-0.0108423686405338,0.0125195618153365,"411",0,0,0
639465,7691675,-0.0114099429502852,-0.0505709624796085,-0.0381184103811841,-0.0220617729643,-0.00529100529100529,-0.0992434356920338,0.173120728929385,0.415167548500882,0.428068941259233,0.460040295500336,0.466924021758203,0.476069676982919,0.0828119249171881,0.22629582806574,-0.00547829751369574,0.0155006284038542,"412",0,0,0
639475,7691675,-0.012678936605317,-0.0446650124069479,-0.0395756833945328,-0.0189134808853119,-0.00644671975729996,-0.102921348314607,0.258776692001448,0.378427787934186,0.400750402001072,0.452421848162144,0.441029306647605,0.459993190330269,0.0896604349484929,0.231616456106252,-0.0109389243391067,0.00677812923633077,"413",0,0,0
639485,7691675,-0.0127310061601643,-0.0501866445458316,-0.0373409930242101,-0.0222222222222222,-0.0102778835173201,-0.0989407257155736,0.257336343115124,0.347922848664688,0.37282867068934,0.4256320836966,0.421081178810342,0.429951690821256,0.0845657944634054,0.208333333333333,-0.014367816091954,0.00277264325323475,"414",0,0,0
639495,7691675,-0.0111248454882571,-0.0448877805486284,-0.0401656314699793,-0.0172899075190993,-0.0114854517611026,-0.0992505110152169,0.243996901626646,0.315512048192771,0.346839242168449,0.411971830985915,0.399664617104528,0.420587194906261,0.0922730682670668,0.208262783609888,-0.0105465004793864,-0.00188679245283019,"415",0,0,0
639505,7691675,-0.00866694180767643,-0.0399002493765586,-0.0444906444906445,-0.0181671376665321,-0.0115562403697997,-0.102658111824015,0.222089789431863,0.304381543233812,0.343720311609348,0.390673199056433,0.383561643835616,0.401454545454545,0.0818759936406995,0.208658623136977,-0.00968054211035818,0.00561935010994381,"416",0,0,0
639195,7691665,-0.0152526215443279,-0.0330466274332277,-0.00428724544480171,-0.00912316269640142,-0.00568828213879408,-0.0981418476838524,0.218967334035827,0.352380952380952,0.341761115954664,0.407089988313206,0.404866374152373,0.409382908312244,0.23269456394212,0.209375,-0.0115154306771073,-0.012275731822474,"417",0,0,0
639205,7691665,-0.0159027128157156,-0.0207939508506616,0.00394477317554241,-0.00138440239963083,-0.00954562810232913,-0.100466715794645,0.19721767594108,0.340962904498816,0.342237061769616,0.410050439006165,0.41679273827534,0.427885503231764,0.239042357274401,0.231894659839064,-0.014291901255955,0.00746965452847806,"418",0,0,0
639215,7691665,-0.0111524163568773,-0.0279875610839627,-0.0469565217391304,-0.0512820512820513,-0.0111153698735148,-0.106265779205876,0.131379650971353,0.337816455696203,0.360097323600973,0.433101728131124,0.428897338403042,0.451820128479657,0.250090744101633,0.203991130820399,-0.014037985136251,-0.036408431426225,"419",0,0,0
639225,7691665,-0.0191685337316405,-0.0459272097053726,-0.0372220834374219,-0.016268429079817,-0.00864100549882168,-0.0932539682539683,0.0746987951807229,0.366153846153846,0.374193548387097,0.427506522549385,0.424003238210888,0.444402277039848,0.229559748427673,0.207373271889401,-0.0241238051888939,-0.0192423331328924,"420",0,0,0
639235,7691665,-0.0149253731343284,-0.0229120473022912,0.0215020255531318,0.0341394025604552,-0.00627450980392157,-0.0654867256637168,0.230491655390167,0.378225806451613,0.399306892568348,0.414595660749507,0.409908998988878,0.429889669007021,0.225396825396825,0.190701678863539,-0.010388190267906,-0.022740193291643,"421",0,0,0
639245,7691665,-0.00793854033290653,-0.00814835627985389,-0.0102389078498294,0.0503652441368704,-0.0117647058823529,-0.0567090176634645,0.225645295587011,0.387900355871886,0.417472048512412,0.418160330904077,0.41740326065606,0.435138293728087,0.220402084884587,0.220161290322581,-0.0357630357630358,-0.0161637931034483,"422",0,0,0
639255,7691665,-0.0157946692991115,-0.00596937451336621,-0.010896898575021,0.00875202593192869,-0.00934579439252336,-0.0762406431937899,0.247637051039698,0.400939702427565,0.416275136252584,0.437898686679174,0.434108527131783,0.451612903225806,0.235062611806798,0.229482071713147,-0.0255631485699823,-0.0227732793522267,"423",0,0,0
639265,7691665,-0.0215620507906085,0.00103734439834025,0.0163090128755365,0.0548252645078551,-0.0108949416342412,-0.0144927536231884,0.229350104821803,0.398336235248597,0.422436134764902,0.441860465116279,0.438442450849399,0.461210886872801,0.243490499648135,0.244276253547777,-0.0252636742702968,-0.00971357409713574,"424",0,0,0
639275,7691665,-0.0153989734017732,-0.0198773006134969,0.00381315538608198,-0.032657926102503,-0.00966370313103981,-0.093311758360302,0.241231822070145,0.358139534883721,0.38715878508266,0.438790560471976,0.406507252058016,0.451517394522576,0.244413887933998,0.251685393258427,-0.0237979601748422,-0.0174476570289133,"425",0,0,0
639285,7691665,-0.0129032258064516,-0.0302466263378315,-0.0452173913043478,-0.0304367004852228,-0.0074016361511492,-0.0931500355534487,0.230968858131488,0.321848739495798,0.354941976790716,0.399494064993189,0.376317923763179,0.39773171685569,0.230050323508267,0.231186966640807,-0.020603737422137,-0.018210197710718,"426",0,0,0
639295,7691665,-0.0125523012552301,-0.040695016003658,-0.0430622009569378,-0.031413612565445,-0.00904443570585922,-0.0973616623861779,0.140856031128405,0.312603648424544,0.327925370107483,0.388475107800862,0.382270356999599,0.410341463414634,0.221452024808464,0.211815001943257,-0.0246305418719212,-0.016141429669485,"427",0,0,0
639305,7691665,-0.0103480714957667,-0.0421792618629174,-0.0386343216531896,-0.0374614367562803,-0.00831683168316832,-0.0993657505285412,0.169627307558342,0.318708609271523,0.336276083467095,0.371245494593512,0.397784491440081,0.402307998408277,0.237300435413643,0.217461600646726,-0.0269994905756495,-0.0159980310115678,"428",0,0,0
639315,7691665,-0.0161290322580645,-0.0318125770653514,-0.0069851913942442,0.0100461580233505,-0.00857365549493375,-0.0878871820700075,0.189669087974173,0.369477911646586,0.385466034755134,0.392640517589972,0.422098569157393,0.423220973782772,0.252682204957455,0.217910447761194,-0.0303991541104943,-0.0128331688055281,"429",0,0,0
639325,7691665,-0.015828677839851,0,0.031767955801105,0.00694006309148265,-0.00504462553356616,-0.0821845174973489,0.18898465419382,0.396500884607824,0.411989308896525,0.423910957589714,0.435897435897436,0.451643549306479,0.233770840723661,0.202630005977286,-0.0305302624531334,-0.0120978120978121,"430",0,0,0
639335,7691665,-0.00775901414879051,0.0189018901890189,-0.0148383677795443,-0.00962463907603465,-0.00775193798449612,-0.0773018217626785,0.171606864274571,0.344664031620553,0.307734908621008,0.433155080213904,0.403523146251536,0.452611585944919,0.228146536089953,0.220815752461322,-0.0297760210803689,0.00307348421346745,"431",0,0,0
